category,brand,price,rating,burner_count,material,grid_material,oven_capacity,height,width,depth,value_score,price_per_burner,price_per_oven_liter
0.0,0.0,5626000,2.8,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9222222222222224,0.7185741088180113,0.611111111111111,4.9768929879543315e-06,6671146.245059289,16386407.766990291
0.0,0.28,31500000,3.7,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.9061913696060038,0.611111111111111,1.1746031742302846e-06,37351778.656126484,91747572.81553398
0.0,0.88,4800000,3.8,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,7.916666650173612e-06,5691699.604743083,13980582.524271846
0.0,0.6,4947000,3.7,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,7.479280356823772e-06,5866007.905138341,14408737.86407767
0.0,0.2,25351000,4.6,0.8333333333333333,0.3846153846153846,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.8145240811745002e-06,30060474.3083004,73837864.0776699
0.0,0.48,4420000,3.5,0.3333333333333333,0.6153846153846154,0.2222222222222222,0.3333333333333333,0.0155555555555555,0.0,0.0555555555555555,7.918552018283819e-06,12873786.40776699,12873786.40776699
0.0,0.6,6596000,2.2,0.8333333333333333,0.8461538461538463,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.335354755404253e-06,7821343.873517787,19211650.485436894
0.0,0.6,5100000,2.5,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.901960774702038e-06,6047430.830039526,14854368.932038836
0.0,0.88,5130000,2.3,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,4.483430790480642e-06,6083003.952569171,14941747.572815534
0.0,0.28,20615670,4.1,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,1.0,0.611111111111111,1.988778437960649e-06,24445458.49802372,60045640.77669903
0.0,0.88,5605000,2.6,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,4.638715424373389e-06,6646245.059288538,16325242.718446603
0.0,0.8,1080000,4.0,0.5,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.0777777777777777,0.9061913696060038,1.0,3.703703669410151e-05,2117647.058823529,3145631.067961165
0.0,0.88,5937500,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,5.0526315704376734e-06,5878712.871287129,17293689.32038835
0.0,0.6,5820000,3.1,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.326460471947663e-06,6901185.770750988,16951456.31067961
0.0,0.0,4872000,3.0,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9222222222222224,0.7185741088180113,0.611111111111111,6.157635455341471e-06,5777075.0988142295,14190291.262135923
0.0,0.2,26143000,4.5,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.7213020687291808e-06,30999604.743083008,76144660.19417477
0.0,0.88,6317500,4.0,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,6.331618509961823e-06,7491106.71936759,18400485.436893206
0.0,0.16,9800000,3.8,0.8333333333333333,0.7692307692307693,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,3.877551016451479e-06,11620553.359683795,28543689.32038835
0.0,0.6,5795000,2.9,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.004314055212573e-06,6871541.501976285,16878640.77669903
0.0,0.88,7790000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.878048774225868e-06,9237154.150197629,22689320.388349514
0.0,0.2,33260000,4.9,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.6666666666666666,0.9444444444444444,0.9061913696060038,0.611111111111111,1.4732411300441248e-06,39438735.17786562,49152709.359605916
0.0,0.88,5130000,3.5,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,6.822612072470542e-06,6083003.952569171,14941747.572815534
0.0,0.6,5820000,2.3,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.951890027574072e-06,6901185.770750988,16951456.31067961
0.0,0.28,26450000,3.9,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9,0.9061913696060038,0.611111111111111,1.474480150671274e-06,31363636.363636367,77038834.95145631
0.0,0.88,5320000,3.0,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,5.639097733761095e-06,6308300.395256918,15495145.631067961
0.0,0.2,30750000,4.5,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.6666666666666666,0.9444444444444444,0.9061913696060038,0.611111111111111,1.4634146336704343e-06,36462450.592885375,45443349.75369459
0.0,0.6,5504000,3.5,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,6.35901161635354e-06,6526482.213438735,16031067.961165048
0.0,0.6,6174000,3.0,0.8333333333333333,0.0769230769230769,1.0,0.3333333333333333,0.9444444444444444,0.3433395872420264,0.611111111111111,4.8590864838693124e-06,7320948.616600791,17982524.27184466
0.0,0.16,8950000,3.8,0.8333333333333333,0.7692307692307693,0.6666666666666666,0.3333333333333333,0.0888888888888889,0.9061913696060038,0.3888888888888888,4.245810051122e-06,10612648.221343875,26067961.165048543
0.0,0.88,4655000,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,6.4446831225678135e-06,4608910.891089109,13558252.427184466
0.0,0.88,5415000,1.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.3240997168530015e-06,6420948.616600791,15771844.660194175
0.0,0.88,4845000,5.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,1.0319917419360336e-05,4797029.702970297,14111650.485436894
0.0,0.28,12571000,4.0,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0222222222222222,0.9061913696060038,0.3888888888888888,3.1819266540594015e-06,14906324.110671937,36614563.106796116
0.0,0.6,6596000,3.2,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.8514250987698225e-06,7821343.873517787,19211650.485436894
0.0,0.88,5320000,3.2,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.9444444444444444,6.015037582678501e-06,6308300.395256918,15495145.631067961
0.0,0.88,7600000,3.8,0.8333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.1932457786116322,0.4444444444444444,4.999999993421053e-06,9011857.707509883,22135922.330097087
0.0,0.6,7178000,5.0,0.8333333333333333,0.0769230769230769,0.8888888888888888,1.0,0.9444444444444444,0.5309568480300189,0.611111111111111,6.965728605508877e-06,8511462.450592887,7106930.693069307
0.0,0.88,8075000,3.0,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.7151702740369408e-06,9575098.81422925,23519417.475728154
0.0,0.88,5320000,3.3,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,6.203007507137204e-06,6308300.395256918,15495145.631067961
0.0,0.6,5280000,3.0,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,5.681818171057163e-06,6260869.565217392,15378640.776699029
0.0,0.16,9650000,3.8,0.8333333333333333,0.7692307692307693,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,3.937823830116245e-06,11442687.747035574,28106796.116504855
0.0,0.88,5130000,3.8,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,7.407407392968017e-06,6083003.952569171,14941747.572815534
0.0,0.6,5104000,3.0,0.1666666666666666,0.0,0.4444444444444444,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.87774293519251e-06,28890566.037735857,14866019.417475728
0.0,0.76,8500000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.470588230034602e-06,10079051.38339921,24757281.553398058
0.0,0.88,5320000,3.0,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,5.639097733761095e-06,6308300.395256918,15495145.631067961
0.0,0.84,14647000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0333333333333333,0.9061913696060038,0.7777777777777777,2.5943879274975163e-06,17367984.18972332,42661165.04854369
0.0,0.88,6555000,3.0,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.576659031919666e-06,7772727.272727273,19092233.00970874
0.0,0.4,25500000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.8777777777777778,0.9061913696060038,0.7222222222222222,1.490196077846982e-06,30237154.150197633,74271844.66019417
0.0,0.88,4845000,2.7,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,5.572755406454582e-06,5745059.28853755,14111650.485436894
0.0,0.88,4940000,3.3,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,6.680161929797243e-06,5857707.509881424,14388349.514563108
0.0,0.88,4845000,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,6.191950451616201e-06,4797029.702970297,14111650.485436894
0.0,0.6,5280000,1.0,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,1.8939393903523877e-06,6260869.565217392,15378640.776699029
0.0,0.88,6175000,1.0,1.0,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.619433195758003e-06,6113861.386138614,17985436.893203884
0.0,0.6,5280000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,7.1969696833390725e-06,6260869.565217392,15378640.776699029
0.0,0.32,2500000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0555555555555555,0.9061913696060038,0.2222222222222222,1.5199999939200002e-05,2964426.877470356,7281553.398058252
0.0,0.88,6080000,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,1.6447368394001039e-06,6019801.98019802,17708737.86407767
0.0,0.6,4900000,2.9,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.918367334860475e-06,5810276.679841897,14271844.660194175
0.0,0.52,19826000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.0,1.9166750721695375e-06,23509090.90909091,57745631.067961164
0.0,0.88,6175000,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.324577861163227,0.3888888888888888,1.619433195758003e-06,6113861.386138614,17985436.893203884
0.0,0.96,7900000,5.0,0.5,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.1111111111111111,6.329113916039097e-06,15490196.078431372,23009708.737864077
0.0,0.56,10990000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,3.4576888048610657e-06,13031620.553359685,32009708.737864077
0.0,0.32,3200000,5.0,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0555555555555555,0.9061913696060038,0.1666666666666666,1.5624999951171875e-05,3794466.4031620556,9320388.349514563
0.0,0.56,8870000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.284103715575983e-06,10517786.561264822,25834951.456310682
0.0,0.12,8833000,3.8,0.8333333333333333,0.6923076923076923,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.3020491290591545e-06,10473913.043478262,25727184.466019418
0.0,0.28,27540000,3.7,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.888888888888889,0.9061913696060038,0.5555555555555556,1.34350036262037e-06,32656126.48221344,80213592.23300971
0.0,0.56,15870000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,2.3944549449310304e-06,18818181.81818182,46223300.97087379
0.0,0.92,7750000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0,0.9061913696060038,0.3333333333333333,4.90322580012487e-06,9189723.320158103,22572815.533980582
0.0,0.56,8625000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.405797096341105e-06,10227272.727272728,25121359.22330097
0.0,0.28,22070000,3.7,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.0,1.0,0.4371482176360226,0.8888888888888888,1.6764839140568717e-06,26169960.4743083,2207000000.0
0.0,0.56,13680000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,2.7777777757472383e-06,16221343.873517787,39844660.19417476
0.0,0.56,8870000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.284103715575983e-06,10517786.561264822,25834951.456310682
0.0,0.16,10100000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0888888888888889,0.9061913696060038,0.3888888888888888,3.7623762338986374e-06,11976284.584980238,29417475.72815534
0.0,0.56,8060000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.714640192661737e-06,9557312.252964428,23475728.155339807
0.0,0.8,8500000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0555555555555555,0.9061913696060038,0.3333333333333333,4.470588230034602e-06,10079051.38339921,24757281.553398058
0.0,0.16,9800000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,3.877551016451479e-06,11620553.359683795,28543689.32038835
0.0,0.56,10980000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,3.460837883915448e-06,13019762.845849803,31980582.524271846
0.0,0.16,10350000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,3.671497580993722e-06,12272727.272727273,30145631.067961168
0.0,0.56,8780000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.328018218305219e-06,10411067.19367589,25572815.533980582
0.0,0.0,4920000,3.8,0.8333333333333333,0.8461538461538463,0.6666666666666666,0.3333333333333333,0.9222222222222224,0.7185741088180113,0.8333333333333333,7.72357722007403e-06,5833992.09486166,14330097.087378642
0.0,0.2,27410000,4.1,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.6666666666666666,0.9444444444444444,0.9061913696060038,0.611111111111111,1.4958044503846025e-06,32501976.284584984,40507389.16256158
0.0,0.64,35902870,4.0,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9888888888888888,0.4371482176360226,0.9444444444444444,1.1141170605263265e-06,42572573.12252965,104571466.01941748
0.0,0.72,3400000,3.7,0.6666666666666666,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.0882352909169551e-05,5024630.541871921,9902912.621359223
0.0,0.88,4940000,3.1,0.8333333333333333,0.5384615384615385,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.4444444444444444,6.275303631021653e-06,5857707.509881424,14388349.514563108
0.0,0.28,24000000,3.4,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.0,0.9,0.9061913696060038,0.611111111111111,1.4166666660763887e-06,28458498.023715418,2400000000.0
0.0,0.08,13420000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.2777777777777778,0.9061913696060038,0.9444444444444444,2.8315946327633424e-06,15913043.478260871,39087378.6407767
0.0,0.0,4872000,1.0,0.8333333333333333,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.9222222222222224,0.7185741088180113,0.3888888888888888,2.0525451517804903e-06,5777075.0988142295,14190291.262135923
0.0,0.6,2592000,2.4,0.5,0.0769230769230769,0.6666666666666666,0.3333333333333333,0.2777777777777778,0.9061913696060038,0.5,9.25925922353681e-06,5082352.94117647,7549514.563106797
0.0,0.56,10500000,3.8,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,3.6190476156009072e-06,12450592.885375494,30582524.271844663
0.0,0.6,5820000,2.3,0.8333333333333333,0.8461538461538463,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.951890027574072e-06,6901185.770750988,16951456.31067961
0.0,0.6,5141000,1.9,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.6957790241280315e-06,6096047.43083004,14973786.40776699
0.0,0.56,8625000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.405797096341105e-06,10227272.727272728,25121359.22330097
0.0,0.6,6000000,3.7,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,6.166666656388889e-06,7114624.505928854,17475728.155339807
0.0,0.16,15700000,3.8,0.8333333333333333,0.7692307692307693,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.3888888888888888,2.420382164063451e-06,18616600.790513836,45728155.33980583
0.0,0.0,5820000,3.1,0.8333333333333333,0.8461538461538463,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.326460471947663e-06,6901185.770750988,16951456.31067961
0.0,0.56,8810000,3.8,0.8333333333333333,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0666666666666666,0.9061913696060038,0.4444444444444444,4.313280358327718e-06,10446640.316205535,25660194.174757283
0.0,0.2,8400000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.119047612953515e-06,9960474.308300396,24466019.41747573
0.0,0.2,12350000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.4817813736989626e-06,14644268.774703559,35970873.78640777
0.0,0.2,8400000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,5.119047612953515e-06,9960474.308300396,24466019.41747573
0.0,0.2,9150000,4.2,0.8333333333333333,0.3076923076923077,0.4444444444444444,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.590163929409657e-06,10849802.371541502,26650485.436893206
0.0,0.2,9572000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.492269113568461e-06,11350197.628458498,27879611.650485437
0.0,0.36,5990000,4.2,0.8333333333333333,0.3076923076923077,0.4444444444444444,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,7.011686131866969e-06,7102766.798418973,17446601.941747572
0.0,0.2,8500000,4.2,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.941176464775086e-06,10079051.38339921,24757281.553398058
0.0,0.2,12876000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.339546440401098e-06,15267984.189723322,37502912.62135922
0.0,1.0,11200000,4.2,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,3.7499999966517856e-06,13280632.411067195,32621359.22330097
0.0,0.2,9588000,4.3,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.484772627779754e-06,11369169.960474309,27926213.59223301
0.0,0.48,1830000,3.4,0.0,0.2307692307692307,0.3333333333333333,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.8579234871151722e-05,183000000.0,5330097.087378641
0.0,0.8,2840000,3.1,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,1.0915492919311645e-05,3367588.932806324,8271844.660194175
0.0,0.2,9800000,4.5,0.8333333333333333,0.3076923076923077,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.9061913696060038,0.611111111111111,4.5918367300083296e-06,11620553.359683795,28543689.32038835
