category,brand,price,rating,bowl_material,bowl_capacity,accessories_count,bowl_type,blade_material,value_score,price_per_accessory
0.0,0.0363636363636363,1950000,4.0,0.0,0.25,0.6666666666666666,1.0,0.25,2.051282040762656e-05,2881773.3990147784
0.0,0.3090909090909091,2650000,4.1,0.0,0.2083333333333333,0.6666666666666666,0.5,0.25,1.547169805482378e-05,3916256.157635468
0.0,0.1272727272727272,3589000,3.5,1.0,0.3333333333333333,0.0,1.0,0.25,9.752020034126443e-06,358900000.0
0.0,0.0909090909090909,9313970,5.0,0.0,0.9166666666666666,0.3333333333333333,0.5,0.25,5.36828011538766e-06,27128067.96116505
0.0,0.2545454545454545,1300000,4.1,0.25,0.3333333333333333,0.0,1.0,0.25,3.153846129585799e-05,130000000.0
0.0,0.5272727272727272,3300000,4.3,0.25,0.3333333333333333,0.0,0.0,0.25,1.3030302990817264e-05,330000000.0
0.0,0.0545454545454545,11800000,4.1,0.0,0.3333333333333333,0.0,1.0,0.3125,3.4745762682418847e-06,1180000000.0
0.0,0.5454545454545454,9400000,4.1,0.0,0.3333333333333333,0.0,1.0,0.25,4.361702123019466e-06,940000000.0
0.0,0.0727272727272727,22900000,3.0,0.0,0.8333333333333333,0.3333333333333333,0.5,0.625,1.3100436675501992e-06,66699029.126213595
0.0,0.3454545454545454,1139000,4.1,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3125,3.599648783146192e-05,1683251.2315270936
0.0,0.509090909090909,1650000,4.8,0.0,0.3333333333333333,0.0,1.0,0.4375,2.9090908914600554e-05,165000000.0
0.0,0.3090909090909091,4200000,4.5,0.0,0.3333333333333333,0.0,1.0,0.25,1.0714285688775511e-05,420000000.0
0.0,0.5636363636363636,2100000,3.5,0.0,0.3333333333333333,0.0,1.0,0.25,1.6666666587301588e-05,210000000.0
0.0,0.3090909090909091,3700000,3.8,0.0,0.3333333333333333,0.0,1.0,0.25,1.0270270242512784e-05,370000000.0
0.0,0.7636363636363636,4500000,4.4,0.0,0.4166666666666666,0.0,1.0,0.25,9.777777756049383e-06,450000000.0
0.0,0.509090909090909,3449000,4.3,0.25,0.3333333333333333,0.0,0.0,0.25,1.2467381813663723e-05,344900000.0
0.0,0.8545454545454545,38710200,4.1,0.75,0.75,1.0,1.0,0.25,1.0591523678360866e-06,38326930.69306931
0.0,0.8181818181818181,22795000,3.9,0.0,0.0833333333333333,0.0,1.0,0.25,1.7109015127392404e-06,2279500000.0
0.0,0.509090909090909,725000,2.5,0.25,0.3333333333333333,0.0,0.0,0.25,3.44827581450654e-05,72500000.0
0.0,0.8363636363636363,600000,4.0,0.25,0.3333333333333333,0.0,1.0,0.3125,6.666666555555558e-05,60000000.0
0.0,0.9818181818181818,2799000,4.2,0.25,0.3333333333333333,0.0,0.0,0.25,1.5005359003196289e-05,279900000.0
0.0,0.3999999999999999,2259000,3.9,0.0,0.3333333333333333,0.0,1.0,0.25,1.726427615199524e-05,225900000.0
0.0,0.7454545454545454,1200000,3.0,0.0,0.3333333333333333,0.0,1.0,0.3125,2.4999999791666668e-05,120000000.0
0.0,0.6,4150000,5.0,0.0,0.25,0.0,1.0,0.125,1.2048192742052548e-05,415000000.0
0.0,0.1636363636363636,4150000,4.1,0.0,0.3333333333333333,0.0,1.0,0.25,9.87951804848309e-06,415000000.0
0.0,0.6181818181818182,5850000,4.1,0.0,0.3333333333333333,0.0,1.0,0.25,7.008546996566587e-06,585000000.0
0.0,0.6363636363636364,2960000,5.0,0.0,0.4166666666666666,0.0,1.0,0.1875,1.689189183482469e-05,296000000.0
0.0,0.509090909090909,1350000,4.1,0.0,0.3333333333333333,0.6666666666666666,1.0,0.25,3.0370370145404665e-05,1995073.8916256158
0.0,0.2363636363636363,12500000,4.4,0.25,0.3333333333333333,0.0,0.0,0.25,3.519999997184e-06,1250000000.0
0.0,0.6,3473180,4.1,0.0,0.3333333333333333,0.0,1.0,0.125,1.1804743745487583e-05,347318000.0
0.0,0.6545454545454545,1100000,4.1,0.0,0.3333333333333333,0.0,1.0,0.3125,3.72727269338843e-05,110000000.0
0.0,0.509090909090909,6000000,4.0,0.0,0.1666666666666666,0.0,1.0,0.25,6.666666655555556e-06,600000000.0
0.0,0.509090909090909,600000,3.4,0.25,0.3333333333333333,0.0,0.0,0.25,5.666666572222224e-05,60000000.0
0.0,0.0,9025000,4.1,0.0,0.7083333333333333,0.3333333333333333,0.5,0.25,4.542936283054918e-06,26286407.766990293
0.0,0.509090909090909,3980000,3.0,0.0,0.3333333333333333,0.0,1.0,0.4375,7.53768842327214e-06,398000000.0
0.0,0.9454545454545454,8450000,4.1,0.0,0.4166666666666666,0.0,1.0,0.8125,4.852071000175064e-06,845000000.0
0.0,0.2181818181818181,1799000,4.7,0.0,0.3333333333333333,0.0,1.0,0.25,2.612562520219219e-05,179900000.0
0.0,0.2909090909090909,1748010,4.1,0.0,0.1666666666666666,0.0,1.0,0.25,2.345524325687357e-05,174801000.0
0.0,0.4181818181818181,8700000,4.1,0.0,0.3333333333333333,0.0,1.0,0.25,4.7126436727440875e-06,870000000.0
0.0,0.1454545454545454,10700000,4.1,0.0,0.7083333333333333,0.6666666666666666,1.0,0.25,3.831775697353481e-06,15812807.8817734
0.0,0.509090909090909,1900000,4.1,0.25,0.3333333333333333,0.0,1.0,0.25,2.1578947254847646e-05,190000000.0
0.0,0.9454545454545454,8600000,4.1,0.0,0.5,0.3333333333333333,0.5,0.75,4.767441854921579e-06,25048543.68932039
