category,brand,price,rating,type,energy_rating,height,width,depth,fridge_shelves,freezer_shelves,total_capacity,value_score,volume_m3,form_factor_ratio,price_per_liter,shelf_to_capacity_ratio
0.0,0.1,41184840,3.7,0.8,0.25,0.0712234348075818,0.8823529411764706,0.0514579759862778,0.3333333333333333,0.1428571428571428,0.5439429928741093,8.983888244076246e-07,3.2338357041077346e-09,0.07981531916472581,74348516.95896402,0.8596380535834245
0.0,0.2,27007780,3.8,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.0,0.333729216152019,1.4070019818707786e-06,8.526199082228122e-10,0.2315528215292349,78572837.9517656,1.4546334047405154
0.0,0.2,21009640,3.9,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.3752969121140143,1.8562907304188501e-06,8.526199082228122e-10,0.2315528215292349,54528441.156525485,1.668472086448783
0.0,0.7333333333333333,67990000,3.9,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.8016627078384798,5.736137666460341e-07,8.526199082228122e-10,0.2315528215292349,83766322.32009599,1.8773925536970222
0.0,0.7333333333333333,32000000,3.4,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.4285714285714285,0.5237529691211401,1.0624999996679688e-06,8.526199082228122e-10,0.2315528215292349,59952828.08953763,1.7397026008124756
0.0,0.9,35600000,4.2,1.0,0.25,0.0804135554279149,0.6470588235294118,0.039451114922813,0.3333333333333333,0.4285714285714285,0.4370546318289786,1.1797752805674789e-06,2.052732269525018e-09,0.12238410405322768,79632325.59375167,1.7042766312199393
0.0,0.4666666666666667,88886000,4.0,0.0,0.25,0.0695002871912693,0.0588235294117647,0.0325900514579759,0.6666666666666666,0.1428571428571428,0.6258907363420427,4.500146254246996e-07,1.332363491710335e-10,1.0098332326936565,139781875.91050017,1.2730548870401694
0.0,0.5,42000000,4.1,1.0,0.0,0.0752441125789776,0.8823529411764706,0.0514579759862778,0.3333333333333333,0.2857142857142857,0.6033254156769596,9.761904759580499e-07,3.4163909454686578e-09,0.08432102266596041,68479144.88207273,1.0093297998491446
0.0,0.1,110000000,4.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.7779097387173397,3.6363636360330576e-07,5.090683301950251e-09,0.07367157609218822,139609900.21404237,1.390055283516439
0.0,0.4666666666666667,43280000,5.0,0.8,0.25,0.0695002871912693,0.8823529411764706,0.0488850771869639,0.3333333333333333,0.1428571428571428,0.5213776722090261,1.1552680219142172e-06,2.997817856348257e-09,0.07788430337848241,81448661.21317779,0.8961431785623819
0.0,0.1,73027570,3.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0428816466552315,0.5,0.4285714285714285,0.5926365795724465,4.1080375529258277e-07,2.828157389972358e-09,0.07367157609218822,121180114.97378898,1.5408480999115974
0.0,0.2333333333333333,55000000,4.5,0.2,0.75,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.0,0.6769596199524941,8.181818180330579e-07,8.526199082228122e-10,0.2315528215292349,80062930.05082811,0.9704597581918558
0.0,0.1666666666666666,17727000,3.9,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.2921615201900237,2.2000338454335e-06,8.526199082228122e-10,0.2315528215292349,58667298.168382995,2.1275281592866686
0.0,0.1,42520000,5.0,1.0,0.25,0.0695002871912693,0.7647058823529411,0.0480274442538593,0.3333333333333333,0.2857142857142857,0.5142517814726841,1.1759172151514776e-06,2.552527952539804e-09,0.08971183616185104,81106066.7844683,1.1808212025691975
0.0,0.2,38070030,4.5,1.0,0.0,0.0804135554279149,0.7941176470588235,0.0497427101200686,0.5,0.2857142857142857,0.4821852731591448,1.1820321651487976e-06,3.1764611996800196e-09,0.10000222694034772,77348982.33675982,1.5963791047039928
0.0,0.7333333333333333,39080000,3.8,0.2,0.0,0.0752441125789776,0.8235294117647058,0.0480274442538593,0.3333333333333333,0.2857142857142857,0.5118764845605701,9.723643805086068e-07,2.9760561124971433e-09,0.09027169469602113,74883619.31637157,1.1861956561788158
0.0,0.5333333333333333,60840000,3.3,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.7256532066508313,5.424063115479279e-07,8.526199082228122e-10,0.2315528215292349,82702011.55920054,1.100414981142113
0.0,0.6,9911470,4.1,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.0,0.1852731591448931,4.1366215060564965e-06,8.526199082228122e-10,0.2315528215292349,50756950.12772169,1.7070105015610428
0.0,0.1,88980000,4.8,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.4285714285714285,0.672209026128266,5.394470666959489e-07,4.33770378308356e-09,0.0718133225738539,130429232.96542598,1.6054289129739145
0.0,0.4333333333333333,71550000,2.0,0.2,0.5,0.0677771395749569,0.9411764705882352,0.0651801029159519,0.5,0.4285714285714285,0.8266033254156769,2.7952480778762753e-07,4.157854995618377e-09,0.07125611458096892,85524403.0549956,1.1099303581061621
0.0,0.7333333333333333,11900000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.1666666666666666,0.0,0.0700712589073634,3.361344534990467e-06,8.526199082228122e-10,0.2315528215292349,148617620.88401073,2.0814792840897853
0.0,0.1,87870000,3.3,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.672209026128266,3.755547968162564e-07,4.1856729371590874e-09,0.07367157609218822,128802165.66275547,1.3960251417164475
0.0,0.7333333333333333,64425000,3.6,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.9097387173396676,5.587892897852092e-07,8.526199082228122e-10,0.2315528215292349,70047067.48276128,1.0354907697435005
0.0,0.7333333333333333,10490000,3.6,0.6000000000000001,0.0,0.0183802412406662,0.2941176470588235,0.0188679245283018,0.1666666666666666,0.0,0.1591448931116389,3.43183984420225e-06,1.0199911898260884e-10,0.06043793057859293,62017834.57379583,0.9853484997425453
0.0,0.1,97193400,5.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0806174957118353,0.6666666666666666,0.4285714285714285,0.672209026128266,5.144382231186029e-07,5.316935893148039e-09,0.07367157609218822,142468651.50934854,1.6054289129739145
0.0,0.9333333333333332,43500000,4.0,0.2,0.25,0.0695002871912693,0.8235294117647058,0.0497427101200686,0.1666666666666666,0.2857142857142857,0.5534441805225653,9.19540229673669e-07,2.8470504086020916e-09,0.08338072563525604,77203743.51840141,0.8028851269018209
0.0,0.8,53700000,4.0,0.0,0.25,0.0735209649626651,0.0,0.0445969125214408,0.6666666666666666,0.2857142857142857,0.992874109263658,7.448789570307488e-07,0.0,7.352096496266509,53546102.65033988,0.9496515500636672
0.0,0.3333333333333333,65669000,3.0,0.2,0.25,0.0700746697300402,0.9117647058823528,0.0651801029159519,0.6666666666666666,0.2857142857142857,0.6187648456057007,4.5683655903747027e-07,4.164461756734298e-09,0.07602229645250055,104441271.58021986,1.5146854329355934
0.0,0.1,107357020,4.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.7779097387173397,3.7258858336673384e-07,5.090683301950251e-09,0.07367157609218822,136255480.44979048,1.390055283516439
0.0,0.6666666666666666,42000000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.4285714285714285,1.0,9.523809521541951e-07,8.526199082228122e-10,0.2315528215292349,41584158.41584159,1.0843941537010842
0.0,0.7333333333333333,32000000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.4109263657957245,1.249999999609375e-06,8.526199082228122e-10,0.2315528215292349,76022797.8105073,1.4706791243104091
0.0,0.1,83990000,4.6,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.7363420427553444,5.476842480595684e-07,8.526199082228122e-10,0.2315528215292349,112535533.56035772,1.2760649914145983
0.0,0.1,76896690,4.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.7779097387173397,5.201784367415322e-07,4.33770378308356e-09,0.0718133225738539,97595811.06991045,1.2087437247969037
0.0,0.8666666666666667,8720000,3.6,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.1666666666666666,0.0,0.0593824228028503,4.128440362238027e-06,8.526199082228122e-10,0.2315528215292349,125680246.49092788,2.402145384000914
0.0,0.1,78750510,3.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.672209026128266,3.809499137998027e-07,4.33770378308356e-09,0.0718133225738539,115434576.47714216,1.3960251417164475
0.0,0.3666666666666666,86100000,3.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.6377672209026128,3.484320557086606e-07,8.526199082228122e-10,0.2315528215292349,132918118.14748266,2.352402953774374
0.0,0.1,90499000,3.3,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.8467933491686461,3.646449131631681e-07,5.275585682128663e-09,0.0718133225738539,105625236.33944166,1.2782990160939203
0.0,0.4333333333333333,34900000,5.0,0.2,0.5,0.0717978173463526,0.7352941176470588,0.0411663807890222,0.5,0.1428571428571428,0.5748218527315915,1.4326647560364859e-06,2.1732766828680985e-09,0.09633487726029946,59676292.59575159,1.0992358439659522
0.0,0.5666666666666667,58000000,4.0,0.2,0.0,0.0723721998851234,0.3529411764705882,0.0343053173241852,0.6666666666666666,0.1428571428571428,0.5950118764845606,6.896551722948871e-07,8.762651585324181e-10,0.19940476467538054,95865886.69467238,1.3380296172491217
0.0,0.2,25359600,3.4,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.2719714964370546,1.3407151527071739e-06,8.526199082228122e-10,0.2315528215292349,89936750.06317918,2.279865699122712
0.0,0.5,57000000,4.0,0.0,0.0,0.0712234348075818,0.2941176470588235,0.0274442538593481,0.6666666666666666,0.0,0.6448931116389549,7.017543858417975e-07,5.749041251747072e-10,0.2341969809920485,87037104.20369227,1.0179778269437694
0.0,0.4333333333333333,75000000,1.0,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.4285714285714285,0.8266033254156769,1.3333333331555554e-07,8.526199082228122e-10,0.2315528215292349,89648221.23165157,1.1099303581061621
0.0,0.6,77598670,5.0,0.2,0.75,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.4285714285714285,0.7375296912114014,6.443409402964843e-07,8.526199082228122e-10,0.2315528215292349,103806806.48851323,1.4651432687084556
0.0,0.2,26900000,1.8,0.4,0.25,0.0436530729465824,0.2941176470588235,0.0437392795883361,0.3333333333333333,0.0,0.167458432304038,6.691449811638866e-07,5.615746948531171e-10,0.14354008512415878,151584794.5388837,1.878374157854816
0.0,0.9,90000000,3.8,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.7494061757719715,4.222222221753086e-07,8.526199082228122e-10,0.2315528215292349,118513652.99802946,1.065995820617196
0.0,0.1,74830000,5.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.5866983372921615,6.681812106550606e-07,8.526199082228122e-10,0.2315528215292349,125406751.32359381,1.3566718037081478
0.0,0.6,40015510,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.6603325415676959,9.996124000419807e-07,8.526199082228122e-10,0.2315528215292349,59695013.32341164,0.9234933121400646
0.0,0.4,52299000,4.0,0.0,0.75,0.0723721998851234,0.1176470588235294,0.0308747855917667,0.6666666666666666,0.2857142857142857,0.3812351543942993,7.648329794518379e-07,2.6287954755972557e-10,0.5669711511737779,133676637.72691397,2.434292884174494
0.0,0.2,14904380,4.0,0.4,0.0,0.0396323951751866,0.2941176470588235,0.0360205831903945,0.3333333333333333,0.0,0.169833729216152,2.6837748348580922e-06,4.198770551301172e-10,0.13031928781009136,82878668.33971734,1.8535640382159997
0.0,0.1,70510000,4.0,0.2,0.25,0.0695002871912693,0.0588235294117647,0.0351629502572898,0.6666666666666666,0.1428571428571428,0.6223277909738717,5.672954190090348e-07,1.4375500831611515e-10,1.0098332326936565,111508621.0134856,1.2802281049153819
0.0,0.8,54870000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.992874109263658,7.289958081412438e-07,8.526199082228122e-10,0.2315528215292349,54712749.57959309,0.9496515500636672
0.0,0.4333333333333333,72499000,4.2,0.0,0.5,0.0723721998851234,0.0294117647058823,0.0308747855917667,0.5,0.2857142857142857,0.7434679334916865,5.79318335345409e-07,6.571988688993129e-11,1.8363095493240291,96220418.6501056,1.0427972456281778
0.0,0.4333333333333333,58000000,3.8,0.2,0.5,0.0677771395749569,0.4411764705882353,0.0749571183533447,0.5,0.4285714285714285,0.5261282660332541,6.551724136801428e-07,2.2413437085755328e-09,0.15022312552467632,108183066.76709051,1.731994911295784
0.0,0.2,23100000,4.1,0.8,0.0,0.070649052268811,0.4411764705882353,0.0325900514579759,0.5,0.4285714285714285,0.4821852731591448,1.7748917741234232e-06,1.01578952157255e-09,0.15658851219945072,46933545.67829739,1.8866298510138095
0.0,0.2,22711070,4.3,0.4,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,1.0,0.2857142857142857,0.3812351543942993,1.8933498061106983e-06,8.526199082228122e-10,0.2315528215292349,58049665.897638276,3.2862953936355668
0.0,0.0666666666666666,26900000,4.0,1.0,1.0,0.0763928776565192,0.3529411764705882,0.039451114922813,0.5,0.2857142857142857,0.3871733966745844,1.4869888470308591e-06,1.0636885396629644e-09,0.21048280715734627,67728604.74851981,1.9782651413534729
0.0,0.4333333333333333,84000000,4.0,0.2,0.5,0.0677771395749569,0.9411764705882352,0.0655231560891938,0.5,0.4285714285714285,0.8266033254156769,4.761904761337868e-07,4.1797384429637405e-09,0.07125611458096892,100406007.77944976,1.1099303581061621
0.0,0.3666666666666666,70000000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.6437054631828979,5.714285713469387e-07,8.526199082228122e-10,0.2315528215292349,107081864.75782129,2.3310337906464498
