category,brand,price,rating,capacity,energy_rating,height,width,depth,water_consumption,power_consumption,display,door_opening,value_score,price_per_kg,efficiency_score,volume_m3
0.0,0.4,24434950,4.9,0.75,0.75,0.0277023356871265,0.0243749999999999,0.0502654867256637,0.5555555555555556,0.75,0.0,1.0,2.005324339928944e-06,32151250.0,0.5701013513513513,3.394149005205883e-11
0.0,0.4,35169000,5.0,0.9375,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.6153846153846154,1.0,1.4217066162183439e-06,37117678.10026385,0.7126266891891891,3.406100234097447e-11
0.0,0.44,10619000,3.3,0.4375,0.75,0.0461705594785442,0.075,0.0460176991150442,1.0,0.375,0.5384615384615385,0.0,3.10763725105223e-06,23729608.938547485,0.315884476534296,1.593497185542674e-10
0.0,0.4,32720000,4.6,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0513274336283185,0.5555555555555556,0.75,0.0,1.0,1.4058679702304804e-06,39781155.01519757,0.6176097972972973,3.554724490825947e-11
0.0,0.6,10999000,3.2,0.5625,0.0,0.0179250407387289,0.0049999999999999,0.015929203539823,0.1111111111111111,0.75,0.1538461538461538,0.0,2.909355393299977e-06,19212227.074235808,0.6457270408163265,1.427658111934131e-12
0.0,0.0,33006500,4.5,0.9375,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.7692307692307693,1.0,1.363367821076646e-06,34835356.200527705,0.7126266891891891,3.406100234097447e-11
0.0,0.84,6699000,4.2,1.0,0.0,0.0429114611624117,0.0475,0.0194690265486725,0.5555555555555556,0.625,0.0,0.0,6.2695924671300305e-06,6632673.267326732,0.8399440037330844,3.968360788913281e-11
0.0,0.0,33600000,4.6,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.3690476186401645e-06,35461741.42480211,0.7126266891891891,3.0644176645051265e-11
0.0,0.4,27835550,4.5,0.8125,0.75,0.0249864204236827,0.0243749999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.6166377162956587e-06,33842613.981762916,0.6176097972972973,2.6948849461383286e-11
0.0,0.84,31782000,4.4,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.3844314387438073e-06,33543007.915567283,0.7126266891891891,3.0644176645051265e-11
0.0,0.84,32327400,4.4,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.3610745060347957e-06,34118627.96833773,0.7126266891891891,3.0644176645051265e-11
0.0,0.0,28998000,4.1,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.1538461538461538,1.0,1.413890612658152e-06,35255927.05167173,0.6176097972972973,3.406100234097447e-11
0.0,0.12,23682870,4.3,0.625,0.75,0.0277023356871265,0.0243749999999999,0.0212389380530973,0.4444444444444444,0.875,0.0,1.0,1.8156583210499156e-06,37295858.267716534,0.47012118679481824,1.4341474669883985e-11
0.0,0.84,36625000,4.6,0.9375,0.5,0.0277023356871265,0.0375,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.2559726959028061e-06,38654353.562005274,0.7126266891891891,4.596626496757708e-11
0.0,0.96,29000000,3.7,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,1.0,1.0,1.2758620685255646e-06,30606860.158311345,0.7126266891891891,3.0644176645051265e-11
0.0,0.4,30975000,4.8,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.7692307692307693,1.0,1.5496368033738055e-06,37659574.4680851,0.6176097972972973,3.406100234097447e-11
0.0,0.6,8613000,3.9,0.3125,1.0,0.0342205323193916,0.0574999999999999,0.0292035398230088,0.4444444444444444,0.75,0.0,0.0,4.528039005540417e-06,26706976.744186047,0.2594557195571956,5.746323900534986e-11
0.0,0.84,29894350,4.5,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.0,1.0,1.505301168446445e-06,36345714.28571428,0.6176097972972973,2.3289574250238935e-11
0.0,0.52,28200000,4.2,0.9375,0.75,0.0277023356871265,0.0243749999999999,0.0442477876106194,0.5555555555555556,0.75,0.2307692307692307,1.0,1.489361701599517e-06,29762532.981530342,0.7126266891891891,2.9878072228924984e-11
0.0,0.84,17799000,4.2,0.1875,0.25,0.0439978272677892,0.0249999999999999,0.0495575221238938,0.5555555555555556,0.75,0.6153846153846154,0.0,2.3596831269398936e-06,90121518.98734176,0.14252533783783783,5.451058245566781e-11
0.0,0.84,29099000,3.8,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.7692307692307693,1.0,1.305886799784911e-06,30711345.646437995,0.7126266891891891,3.0644176645051265e-11
0.0,0.84,11000000,4.2,0.75,0.25,0.0277023356871265,0.0112499999999999,0.031858407079646,0.5555555555555556,0.75,0.6153846153846154,0.0,3.818181814710744e-06,14473684.210526315,0.5701013513513513,9.928713232996574e-12
0.0,0.12,22000000,4.4,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0300884955752212,0.4444444444444444,0.875,0.0,1.0,1.999999999090909e-06,26747720.364741642,0.6111575428332637,2.083804011863487e-11
0.0,0.4,33660000,4.8,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.7692307692307693,1.0,1.4260249550130646e-06,40924012.15805471,0.6176097972972973,3.406100234097447e-11
0.0,0.0,23766160,4.7,0.8125,0.75,0.0249864204236827,0.0243749999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.9776017657132656e-06,28895027.3556231,0.6176097972972973,2.6948849461383286e-11
0.0,0.4,30252870,4.3,0.8125,0.75,0.0249864204236827,0.0243749999999999,0.0495575221238938,0.5555555555555556,0.75,0.0,1.0,1.4213527505253707e-06,36781604.863221884,0.6176097972972973,3.018271139674932e-11
0.0,0.36,31850000,4.7,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.1111111111111111,0.75,0.4615384615384615,1.0,1.4756671894895863e-06,33614775.725593664,1.0762117346938775,2.574110838184307e-11
0.0,0.84,30942000,4.3,0.8125,0.75,0.0005431830526887,0.0562499999999999,0.0336283185840707,0.5555555555555556,0.75,0.0,1.0,1.3896968517259076e-06,37619452.88753799,0.6176097972972973,1.0274812169222044e-12
0.0,0.84,28860000,4.0,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.6923076923076923,1.0,1.386001385521136e-06,35088145.896656536,0.6176097972972973,2.3289574250238935e-11
0.0,0.0,26488790,4.4,0.8125,0.75,0.022270505160239,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.6610800260558974e-06,32205215.805471126,0.6176097972972973,2.4635514557786366e-11
0.0,0.36,31700000,3.8,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.043362831858407,0.5555555555555556,0.75,0.0,0.5,1.1987381699688523e-06,38541033.43465046,0.6176097972972973,3.0031293112150235e-11
0.0,0.36,35070000,5.0,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.1111111111111111,0.75,0.4615384615384615,1.0,1.4257199881877047e-06,37013192.612137206,1.0762117346938775,2.574110838184307e-11
0.0,0.44,8910000,5.0,0.25,0.75,0.0439978272677892,0.0625,0.0371681415929203,0.2222222222222222,0.875,0.5384615384615385,0.0,5.611672272040772e-06,34269230.76923077,0.22579026593075763,1.0220734210437742e-10
0.0,0.84,12468000,4.0,0.75,0.25,0.0439978272677892,0.01875,0.0353982300884955,0.2222222222222222,0.75,0.6153846153846154,0.0,3.2082130227717254e-06,16405263.157894736,0.7635746606334841,2.920209774410781e-11
0.0,0.36,27299000,3.3,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0407079646017699,0.4444444444444444,0.75,0.0,1.0,1.2088354880366182e-06,33190273.556231003,0.6745848708487086,2.8192642513447203e-11
0.0,0.4,24699000,4.1,0.8125,0.75,0.0249864204236827,0.0243749999999999,0.0495575221238938,0.5555555555555556,0.75,0.7692307692307693,1.0,1.6599862335884098e-06,30029179.33130699,0.6176097972972973,3.018271139674932e-11
0.0,0.4,30505610,4.9,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0495575221238938,0.1111111111111111,0.75,0.0769230769230769,1.0,1.6062619296561315e-06,37088887.53799392,0.9327168367346939,3.4321477842457466e-11
0.0,0.84,26864500,4.5,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.6153846153846154,1.0,1.6750730511734544e-06,32662006.079027355,0.6176097972972973,2.3289574250238935e-11
0.0,0.44,7260000,4.6,0.875,0.75,0.0190114068441064,0.0625,0.0176991150442477,1.0,0.375,0.5384615384615385,0.0,6.336088145542579e-06,8203389.830508474,0.631768953068592,2.1030317305427332e-11
0.0,0.36,31350000,4.8,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.4444444444444444,0.75,0.7692307692307693,1.0,1.53110047798051e-06,38115501.51975684,0.6745848708487086,2.574110838184307e-11
0.0,0.4,37500000,4.7,0.9375,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.6153846153846154,1.0,1.2533333329991113e-06,39577836.4116095,0.7126266891891891,3.406100234097447e-11
0.0,0.84,27875880,3.9,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0353982300884955,0.5555555555555556,0.75,0.0,1.0,1.3990589709099553e-06,33891647.416413374,0.6176097972972973,2.4515341316041002e-11
0.0,0.8,42318600,3.6,0.0625,0.75,0.022270505160239,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.0,0.0,1.0,8.506897674188916e-07,583704827.5862069,0.11051080550098231,2.4635514557786366e-11
0.0,0.0,25141560,3.0,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.5555555555555556,0.75,0.0,1.0,1.1932433782178817e-06,30567246.200607903,0.6176097972972973,3.406100234097447e-11
0.0,0.0,24559000,4.0,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0504424778761061,0.8888888888888888,0.75,0.6153846153846154,1.0,1.6287308108519357e-06,29858966.565349545,0.492756064690027,3.406100234097447e-11
0.0,0.84,31500000,4.6,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.4603174598538674e-06,33245382.585751977,0.7126266891891891,3.0644176645051265e-11
0.0,0.12,39870700,4.4,0.0,0.75,0.0277023356871265,0.0243749999999999,0.047787610619469,0.5555555555555556,0.75,0.6153846153846154,1.0,1.1035672809598107e-06,3987070000.0,0.0,3.2268318007239013e-11
0.0,0.08,7970000,3.6,0.125,0.75,1.0,1.0,0.8938053097345132,0.5555555555555556,0.75,0.0,0.0,4.516938513780504e-06,59037037.03703703,0.09501689189189189,8.938053097345132e-07
0.0,0.8,41500000,3.7,0.9375,0.75,0.0255296034763715,0.0249999999999999,0.0442477876106194,0.3333333333333333,0.875,0.6153846153846154,1.0,8.915662648454058e-07,43799472.29551451,0.7694938440492477,2.8240711810145307e-11
0.0,0.6,11700000,4.7,0.5,0.75,0.0157523085279739,0.0,0.0088495575221238,0.5555555555555556,0.75,0.8461538461538463,0.0,4.017094013660604e-06,22941176.470588233,0.38006756756756754,0.0
0.0,0.12,33888000,4.2,0.9375,0.75,0.0277023356871265,0.0243749999999999,0.0371681415929203,0.4444444444444444,0.75,0.6153846153846154,1.0,1.2393767701725164e-06,35765699.20844327,0.7783671586715867,2.509758067229699e-11
0.0,0.6,5100000,4.3,0.75,1.0,0.028788701792504,0.0031249999999999,0.0221238938053097,0.5555555555555556,0.75,0.5384615384615385,0.0,8.431372532487505e-06,6710526.315789473,0.5701013513513513,1.9903693164064595e-12
0.0,0.2,27470000,4.2,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.528940661984368e-06,33398176.291793313,0.6176097972972973,3.0644176645051265e-11
0.0,0.2,30000000,4.2,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.3999999995333333e-06,31662269.129287597,0.7126266891891891,3.0644176645051265e-11
0.0,0.96,30323220,3.3,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.0,1.0,1.0882749255889463e-06,36867136.7781155,0.6176097972972973,2.3289574250238935e-11
0.0,0.4,28990000,4.4,0.8125,0.75,0.0255296034763715,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.5177647459407502e-06,35246200.607902735,0.6176097972972973,2.8240711810145307e-11
0.0,0.4,32780000,4.8,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0495575221238938,0.5555555555555556,0.75,0.6153846153846154,1.0,1.4643075041292532e-06,39854103.343465045,0.6176097972972973,3.346344089639603e-11
0.0,0.0,34573230,4.6,0.9375,0.75,0.022270505160239,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.7692307692307693,1.0,1.3305091825870742e-06,36488897.09762533,0.7126266891891891,2.4635514557786366e-11
0.0,0.84,28200000,4.3,0.8125,0.75,0.8587724063009233,0.7,1.0,0.5555555555555556,0.75,0.0,1.0,1.5248226944947436e-06,34285714.28571428,0.6176097972972973,6.011406844106463e-07
0.0,0.84,8390000,4.4,0.375,0.75,0.0385659967409016,0.0099999999999999,0.1026548672566371,0.5555555555555556,0.625,0.0,0.0,5.244338491961456e-06,21792207.792207792,0.31497900139990664,3.958987276057113e-11
0.0,0.8,31750000,3.6,0.8125,0.75,0.0277023356871265,0.0237499999999999,0.0389380530973451,0.5555555555555556,0.75,0.6153846153846154,1.0,1.1338582673594147e-06,38601823.70820668,0.6176097972972973,2.561853167526287e-11
0.0,0.12,27490000,5.0,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0300884955752212,0.4444444444444444,0.75,0.6153846153846154,1.0,1.8188432150531672e-06,33422492.401215807,0.6745848708487086,2.0317089115668995e-11
0.0,0.84,28985640,5.0,0.8125,0.5,0.022270505160239,0.03125,0.0530973451327433,0.5555555555555556,0.75,0.6153846153846154,1.0,1.7249920989410645e-06,35240899.69604863,0.6176097972972973,3.695327183667971e-11
0.0,0.4,30570000,4.2,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0495575221238938,0.1111111111111111,0.75,0.0,1.0,1.3738959759980712e-06,37167173.25227963,0.9327168367346939,3.4321477842457466e-11
0.0,0.36,26050000,4.0,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.4444444444444444,0.75,0.4615384615384615,1.0,1.5355086366466376e-06,31671732.52279635,0.6745848708487086,2.574110838184307e-11
0.0,0.84,30670000,4.2,0.9375,0.75,0.8587724063009233,0.7,1.0,0.5555555555555556,0.75,0.0,1.0,1.3694163673396098e-06,32369393.139841687,0.7126266891891891,6.011406844106463e-07
0.0,0.12,27490000,4.2,0.8125,0.75,0.0277023356871265,0.0243749999999999,0.0300884955752212,0.4444444444444444,0.75,0.0,1.0,1.5278283006446604e-06,33422492.401215807,0.6745848708487086,2.0317089115668995e-11
0.0,0.84,8390180,4.7,0.375,0.0,0.0385659967409016,0.06625,0.0230088495575221,0.5555555555555556,0.625,0.0,0.0,5.601786844141858e-06,21792675.324675325,0.31497900139990664,5.878754812938314e-11
0.0,0.48,43685000,3.5,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.0,1.0,8.01190339750214e-07,53112462.006079026,0.6176097972972973,2.3289574250238935e-11
0.0,0.84,25500000,4.0,0.75,0.75,0.8587724063009233,0.7,0.8584070796460177,0.5555555555555556,0.75,0.0,1.0,1.568627450365244e-06,33552631.57894737,0.5701013513513513,5.160234193613512e-07
0.0,0.0,26500000,3.2,0.8125,0.75,0.024443237370994,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.6153846153846154,1.0,1.2075471693556424e-06,32218844.984802432,0.6176097972972973,2.7038979392692328e-11
0.0,0.84,31095000,5.0,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.6079755582543896e-06,32817941.952506594,0.7126266891891891,3.0644176645051265e-11
0.0,0.84,30753730,4.0,0.8125,0.75,0.024443237370994,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.300655237169392e-06,37390553.19148936,0.6176097972972973,2.7038979392692328e-11
0.0,0.84,29346600,4.1,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.7692307692307693,1.0,1.3970954041023165e-06,30972664.907651715,0.7126266891891891,3.0644176645051265e-11
0.0,0.36,29100000,4.2,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.1111111111111111,0.75,0.3076923076923077,1.0,1.4432989685761858e-06,30712401.05540897,1.0762117346938775,2.574110838184307e-11
0.0,0.84,33900000,4.5,0.9375,0.75,0.8587724063009233,0.7,1.0,0.5555555555555556,0.75,0.0,1.0,1.3274336279270107e-06,35778364.116094984,0.7126266891891891,6.011406844106463e-07
0.0,0.84,31616080,1.0,0.75,0.75,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.8888888888888888,0.125,0.0,1.0,3.1629474611770507e-07,41600105.2631579,0.7325013564839935,2.3289574250238935e-11
0.0,0.96,28670030,4.4,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,1.0,1.0,1.5347036603956453e-06,30258606.86015831,0.7126266891891891,3.0644176645051265e-11
0.0,0.84,28427520,4.7,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.7692307692307693,1.0,1.653327479268917e-06,34562334.34650456,0.6176097972972973,2.3289574250238935e-11
0.0,0.44,6038000,4.6,0.5625,0.75,0.0092341118957088,0.0249999999999999,0.0,1.0,0.375,0.5384615384615385,0.0,7.618416681652175e-06,10546724.890829694,0.40613718411552346,0.0
0.0,0.84,29900000,4.0,0.75,0.75,0.8587724063009233,0.7,0.8230088495575222,0.5555555555555556,0.75,0.0,1.0,1.3377926416930458e-06,39342105.2631579,0.5701013513513513,4.947441030990275e-07
0.0,0.36,38500000,4.2,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.1111111111111111,0.75,0.4615384615384615,1.0,1.090909090625738e-06,40633245.38258575,1.0762117346938775,2.574110838184307e-11
0.0,0.84,32760000,4.2,0.9375,0.5,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.2820512816599354e-06,34575197.88918206,0.7126266891891891,3.0644176645051265e-11
0.0,0.32,35678530,3.0,0.0625,0.75,0.0277023356871265,0.0243749999999999,0.0548672566371681,0.5555555555555556,0.75,0.0,1.0,8.408418169580301e-07,492117655.1724138,0.04750844594594594,3.704880956386701e-11
0.0,0.96,32250000,4.8,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.7692307692307693,1.0,1.488372092561745e-06,39209726.44376899,0.6176097972972973,2.3289574250238935e-11
0.0,0.84,29900000,4.1,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.3712374577353721e-06,36352583.58662614,0.6176097972972973,3.0644176645051265e-11
0.0,0.84,32484300,4.2,0.9375,0.5,0.0277023356871265,0.0375,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.292932277656304e-06,34284221.635883905,0.7126266891891891,4.596626496757708e-11
0.0,0.84,29376000,3.8,0.8125,0.75,0.024443237370994,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.293572984309105e-06,35715501.51975684,0.6176097972972973,2.7038979392692328e-11
0.0,0.84,28400000,3.6,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.2676056333564767e-06,29973614.775725592,0.7126266891891891,3.0644176645051265e-11
0.0,0.44,10149000,4.2,0.3125,0.75,0.0439978272677892,0.06625,0.031858407079646,1.0,0.875,0.5384615384615385,0.0,4.138338748508879e-06,31469767.441860463,0.16578249336870027,9.2862670826263e-11
0.0,0.36,28744020,4.2,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0407079646017699,0.4444444444444444,0.75,0.0,1.0,1.4611734887948263e-06,34947136.7781155,0.6745848708487086,2.8192642513447203e-11
0.0,0.36,30650000,5.0,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.4444444444444444,0.75,0.7692307692307693,1.0,1.631321369777709e-06,37264437.68996961,0.6745848708487086,2.574110838184307e-11
0.0,0.84,27920000,4.8,0.9375,0.75,0.8587724063009233,0.7,1.0,0.5555555555555556,0.75,0.0,1.0,1.719197707120631e-06,29467018.469656993,0.7126266891891891,6.011406844106463e-07
0.0,0.36,30900000,2.5,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.1111111111111111,0.75,0.4615384615384615,1.0,8.090614884113069e-07,32612137.203166228,1.0762117346938775,2.574110838184307e-11
0.0,0.84,29322000,4.0,0.9375,0.75,0.8587724063009233,0.7,0.8230088495575222,0.5555555555555556,0.25,0.0,1.0,1.3641634263132926e-06,30946701.8469657,1.1495231607629428,4.947441030990275e-07
0.0,0.36,35050000,4.2,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0407079646017699,0.5555555555555556,0.75,0.7692307692307693,1.0,1.1982881594298751e-06,36992084.43271768,0.7126266891891891,2.8192642513447203e-11
0.0,0.04,25597260,3.8,0.8125,0.75,0.8587724063009233,0.7,0.9646017699115044,0.5555555555555556,0.75,0.0,1.0,1.4845338909381183e-06,31121288.75379939,0.6176097972972973,5.798613681483224e-07
0.0,0.36,27258740,4.2,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0371681415929203,0.4444444444444444,0.75,0.0,1.0,1.540790219378889e-06,33141325.227963526,0.6745848708487086,2.574110838184307e-11
0.0,0.84,28450290,4.2,0.8125,0.5,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.5555555555555556,0.75,0.6153846153846154,1.0,1.4762591166992465e-06,34590018.237082064,0.6176097972972973,2.3289574250238935e-11
0.0,0.84,29342000,4.7,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.601799467792993e-06,30967810.026385225,0.7126266891891891,3.0644176645051265e-11
0.0,0.84,32863000,3.9,0.9375,0.75,0.0277023356871265,0.0249999999999999,0.0442477876106194,0.5555555555555556,0.75,0.0,1.0,1.186744971187431e-06,34683905.01319261,0.7126266891891891,3.0644176645051265e-11
0.0,0.32,32500000,4.2,0.125,0.75,0.0,0.0562499999999999,0.0486725663716814,0.5555555555555556,0.75,0.6153846153846154,0.5,1.2923076919100591e-06,240740740.74074072,0.09501689189189189,0.0
0.0,0.84,26791000,4.2,0.8125,0.75,0.8587724063009233,0.69375,0.8141592920353983,0.5555555555555556,0.5,0.0,1.0,1.5676906417947478e-06,32572644.376899697,0.7625130344108446,4.850544144438622e-07
0.0,0.44,8917000,5.0,0.1875,0.75,0.0407387289516567,0.04625,0.0230088495575221,1.0,0.375,0.5384615384615385,0.0,5.6072670117671115e-06,45149367.088607594,0.13537906137184116,4.3352496959616924e-11
0.0,0.32,32104900,4.7,0.0625,0.75,0.0277023356871265,0.0243749999999999,0.0548672566371681,0.5555555555555556,0.75,0.6153846153846154,1.0,1.4639509852190938e-06,442826206.8965517,0.04750844594594594,3.704880956386701e-11
0.0,0.84,29860000,4.0,0.9375,0.75,0.8587724063009233,0.7,1.0,0.5555555555555556,0.75,0.0,1.0,1.3395847282854706e-06,31514511.873350922,0.7126266891891891,6.011406844106463e-07
0.0,0.36,32250000,4.2,0.8125,0.75,0.0277023356871265,0.0249999999999999,0.0407079646017699,0.4444444444444444,0.75,0.7692307692307693,1.0,1.3023255809915269e-06,39209726.44376899,0.6745848708487086,2.8192642513447203e-11
0.0,0.84,29936060,4.2,0.75,0.75,0.0277023356871265,0.0249999999999999,0.0336283185840707,0.8888888888888888,0.125,0.0,1.0,1.4029902393959024e-06,39389552.631578945,0.7325013564839935,2.3289574250238935e-11
