category,brand,price,rating,burner_count,material,grid_material,oven_capacity,height,width,depth,image_path,product_url
اجاق گاز,دنپاسر,6596000,3.2,پنج شعله,آهن,چدنی,nan,90,90,60,D:/اجاق گاز/image_63.jpg,https://www.digikala.com/product/dkp-12168678/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-den901/
اجاق گاز,هاکان,5320000,3.2,nan,nan,nan,nan,90,nan,90,D:/اجاق گاز/image_64.jpg,https://www.digikala.com/product/dkp-12895496/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1-m6/
اجاق گاز,هاکان,7600000,,پنج شعله,MDF,چدنی,nan,90,52,52,D:/اجاق گاز/image_65.jpg,https://www.digikala.com/product/dkp-15832175/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A8%D9%88%D8%B4-%D8%A8%D8%A7%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D9%BE%D9%84/
اجاق گاز,دنپاسر,7178000,5.0,پنج شعله,آهن,چدنی سه تیکه,باکالیت,90,70,60,D:/اجاق گاز/image_66.jpg,https://www.digikala.com/product/dkp-15984082/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-rs201k/
اجاق گاز,هاکان,8075000,3.0,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_67.jpg,https://www.digikala.com/product/dkp-15901896/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1%D8%A8-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%BE%DA%A9%D8%B3%DB%8C-%DA%A9%D9%88%D9%87%D8%A7%D9%86-%D8%AF%D8%A7%D8%B1-%D8%A8%D8%A7-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D9%BE%D9%84/
اجاق گاز,هاکان,5320000,3.3,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_68.jpg,https://www.digikala.com/product/dkp-14444738/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D9%BE%D9%86%D8%AC-%D8%B4%D8%B9%D9%84%D9%87-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1-chm-gol-m6/
اجاق گاز,دنپاسر,5280000,3.0,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,50,D:/اجاق گاز/image_69.jpg,https://www.digikala.com/product/dkp-14340811/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-mdf2d-wm5/
اجاق گاز,آکورد,9650000,,پنج شعله,شیشه نشکن,nan,nan,nan,nan,50,D:/اجاق گاز/image_70.jpg,https://www.digikala.com/product/dkp-17301262/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%DA%A9%D9%88%D8%B1%D8%AF-%D9%85%D8%AF%D9%84-5008/
اجاق گاز,هاکان,5130000,3.8,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_71.jpg,https://www.digikala.com/product/dkp-14444488/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%B1%D9%88-%D8%B4%DB%8C%D8%B4%D9%87-%D9%81%D9%86%D8%AF%DA%A9-%D8%AF%D8%A7%D8%B1-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%AC%D8%A7-%D9%82%D8%A7%D8%B4%D9%88%D9%82%DB%8C-chm-m6/
اجاق گاز,دنپاسر,5104000,3.0,5,MDF,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_72.jpg,https://www.digikala.com/product/dkp-15428468/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-mdf4dup/
اجاق گاز,سینجر,8500000,,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_73.jpg,https://www.digikala.com/product/dkp-16590096/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%B3%DB%8C%D9%86%D8%AC%D8%B1-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-dg-508-d/
اجاق گاز,هاکان,5320000,3.0,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_74.jpg,https://www.digikala.com/product/dkp-14457229/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%B3%D9%87-%DA%A9%D8%B4%D9%88-%DB%8C%DA%A9-%D8%AF%D8%B1%D8%A8-chm-tri-m5/
اجاق گاز,نیک کالا,14647000,,nan,nan,nan,nan,8,nan,8,D:/اجاق گاز/image_75.jpg,https://www.digikala.com/product/dkp-13625327/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%86%DB%8C%DA%A9-%DA%A9%D8%A7%D9%84%D8%A7-%D9%85%D8%AF%D9%84-egh-103/
اجاق گاز,هاکان,6555000,3.0,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_76.jpg,https://www.digikala.com/product/dkp-15901782/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1%D8%A8-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%BE%DA%A9%D8%B3%DB%8C-%DA%A9%D9%88%D9%87%D8%A7%D9%86-%D8%AF%D8%A7%D8%B1/
اجاق گاز,تایسز,25500000,,پنج شعله,استیل,nan,90,84,nan,67,D:/اجاق گاز/image_77.jpg,https://www.digikala.com/product/dkp-17490123/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AA%D8%A7%DB%8C%D8%B3%D8%B2-%D9%85%D8%AF%D9%84-ce-5211/
اجاق گاز,هاکان,4845000,2.7,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_78.jpg,https://www.digikala.com/product/dkp-13530068/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1/
اجاق گاز,هاکان,4940000,3.3,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_79.jpg,https://www.digikala.com/product/dkp-14444301/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%B1%D9%88-%D8%B4%DB%8C%D8%B4%D9%87-%D9%81%D9%86%D8%AF%DA%A9-%D8%AF%D8%A7%D8%B1-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%AC%D8%A7-%D9%82%D8%A7%D8%B4%D9%82%DB%8C-chm-m5/
اجاق گاز,هاکان,4845000,3.0,چهار شعله,MDF,چدنی,nan,90,59,50,D:/اجاق گاز/image_80.jpg,https://www.digikala.com/product/dkp-16827529/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-4-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DA%86%D9%87%D8%A7%D8%B1-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-hbm5/
اجاق گاز,دنپاسر,5280000,1.0,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,50,D:/اجاق گاز/image_81.jpg,https://www.digikala.com/product/dkp-14340783/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-1k2d-m5/
اجاق گاز,هاکان,6175000,1.0,چهار شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_82.jpg,https://www.digikala.com/product/dkp-16817184/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-4-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%A8%D8%A7-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D9%BE%D9%84/
اجاق گاز,دنپاسر,5280000,,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_83.jpg,https://www.digikala.com/product/dkp-13538191/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-4dup-wm5/
اجاق گاز,باورسان,2500000,,nan,nan,nan,nan,10,nan,35,D:/اجاق گاز/image_84.jpg,https://www.digikala.com/product/dkp-15421235/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-2-%D8%B4%D8%B9%D9%84%D9%87-%D8%A8%D8%A7%D9%88%D8%B1%D8%B3%D8%A7%D9%86-%D9%85%D8%AF%D9%84-101/
اجاق گاز,هاکان,6080000,1.0,چهار شعله,MDF,چدنی,nan,90,59,50,D:/اجاق گاز/image_85.jpg,https://www.digikala.com/product/dkp-16827585/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-4-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%A8%D8%A7-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D9%BE%D9%84-thtbm5termokopl/
اجاق گاز,دنپاسر,4900000,2.9,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,60,D:/اجاق گاز/image_86.jpg,https://www.digikala.com/product/dkp-12512692/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-denmdf2d/
اجاق گاز,داتیس,19826000,,پنج شعله,استیل,nan,nan,nan,nan,15,D:/اجاق گاز/image_87.jpg,https://www.digikala.com/product/dkp-16734137/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%A7%D8%AA%DB%8C%D8%B3-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-ds-534-steel/
اجاق گاز,هاکان,6175000,1.0,چهار شعله,MDF,چدنی,nan,90,59,50,D:/اجاق گاز/image_88.jpg,https://www.digikala.com/product/dkp-16827678/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-4-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AF%D9%88-%D8%AF%D8%B1%D8%A8-%D8%A8%D8%A7-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D9%BE%D9%84-hth-padysny-termokopl/
اجاق گاز,هنریچ,7900000,5.0,دو شعله,استیل,nan,nan,nan,nan,30,D:/اجاق گاز/image_89.jpg,https://www.digikala.com/product/dkp-12671023/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-2-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D9%86%D8%B1%DB%8C%DA%86-%D9%85%D8%AF%D9%84-hdk-8696/
اجاق گاز,دروسی,10990000,,پنج شعله,استیل,nan,nan,11,nan,52,D:/اجاق گاز/image_90.jpg,https://www.digikala.com/product/dkp-17649319/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-gs792/
اجاق گاز,باورسان,3200000,5.0,nan,شیشه,nan,nan,10,nan,33,D:/اجاق گاز/image_91.jpg,https://www.digikala.com/product/dkp-15427696/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-2-%D8%B4%D8%B9%D9%84%D9%87-%D8%A8%D8%A7%D9%88%D8%B1%D8%B3%D8%A7%D9%86-%D9%85%D8%AF%D9%84-sd/
اجاق گاز,دروسی,8870000,,پنج شعله,استیل,nan,nan,11,nan,52,D:/اجاق گاز/image_92.jpg,https://www.digikala.com/product/dkp-17649268/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-gs692/
اجاق گاز,آويرا آكو,8833000,,پنج شعله,شیشه سکوریت,nan,nan,nan,nan,nan,D:/اجاق گاز/image_93.jpg,https://www.digikala.com/product/dkp-16745920/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%D9%83%D9%88-%D9%85%D8%AF%D9%84-arina/
اجاق گاز,اسنوا,27540000,3.7,پنج شعله,استیل,nan,nan,85,90,57,D:/اجاق گاز/image_94.jpg,https://www.digikala.com/product/dkp-14119400/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-%D9%85%D8%AF%D9%84-sgc5-31111/
اجاق گاز,دروسی,15870000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_95.jpg,https://www.digikala.com/product/dkp-17649125/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g800/
اجاق گاز,های هوم,7750000,,پنج شعله,شیشه,nan,nan,5,nan,5,D:/اجاق گاز/image_96.jpg,https://www.digikala.com/product/dkp-16860076/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%87%D8%A7%DB%8C-%D9%87%D9%88%D9%85-%D9%85%D8%AF%D9%84-h810g/
اجاق گاز,دروسی,8625000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_97.jpg,https://www.digikala.com/product/dkp-17648576/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g601/
اجاق گاز,اسنوا,22070000,3.7,پنج شعله,استیل,چدنی,110,95,65,85,D:/اجاق گاز/image_98.jpg,https://www.digikala.com/product/dkp-14161951/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-%D9%85%D8%AF%D9%84-sgc5-11101/
اجاق گاز,دروسی,13680000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_99.jpg,https://www.digikala.com/product/dkp-17649156/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g810/
اجاق گاز,دروسی,8870000,,پنج شعله,استیل,nan,nan,11,nan,52,D:/اجاق گاز/image_100.jpg,https://www.digikala.com/product/dkp-17649183/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-gs592/
اجاق گاز,آکورد,10100000,,پنج شعله,شیشه,nan,nan,13,nan,50,D:/اجاق گاز/image_101.jpg,https://www.digikala.com/product/dkp-17058222/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%DA%A9%D9%88%D8%B1%D8%AF-%D9%85%D8%AF%D9%84-ag5031/
اجاق گاز,دروسی,8060000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_102.jpg,https://www.digikala.com/product/dkp-17648470/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g533/
اجاق گاز,متفرقه,8500000,,پنج شعله,استیل,nan,nan,10,nan,5,D:/اجاق گاز/image_103.jpg,https://www.digikala.com/product/dkp-18010825/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D9%85%D8%AF%D9%84-g2882/
اجاق گاز,آکورد,9800000,,پنج شعله,شیشه,nan,nan,nan,nan,50,D:/اجاق گاز/image_104.jpg,https://www.digikala.com/product/dkp-17301149/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%DA%A9%D9%88%D8%B1%D8%AF-%D9%85%D8%AF%D9%84-5013/
اجاق گاز,دروسی,10980000,,پنج شعله,استیل,nan,nan,11,nan,52,D:/اجاق گاز/image_105.jpg,https://www.digikala.com/product/dkp-17649371/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-gs892/
اجاق گاز,آکورد,10350000,,پنج شعله,شیشه,nan,nan,nan,nan,50,D:/اجاق گاز/image_106.jpg,https://www.digikala.com/product/dkp-17238492/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%DA%A9%D9%88%D8%B1%D8%AF-%D9%85%D8%AF%D9%84-ag5033/
اجاق گاز,دروسی,8780000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_107.jpg,https://www.digikala.com/product/dkp-17648238/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g515/
اجاق گاز,آذر افروز پویا,4920000,,پنج شعله,فلز,nan,nan,88,80,80,D:/اجاق گاز/image_108.jpg,https://www.digikala.com/product/dkp-18043078/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%D8%B0%D8%B1-%D8%A7%D9%81%D8%B1%D9%88%D8%B2-%D9%BE%D9%88%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-denstl/
اجاق گاز,اخوان,27410000,4.1,پنج شعله,nan,nan,94,90,nan,60,D:/اجاق گاز/image_109.jpg,https://www.digikala.com/product/dkp-12120803/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-m11-edtr/
اجاق گاز,دوو,35902870,4.0,پنج شعله,استیل,چدنی,90,94,65,90,D:/اجاق گاز/image_110.jpg,https://www.digikala.com/product/dkp-4977405/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-dgc5-2111n-new-imperial/
اجاق گاز,زرتوس,3400000,3.7,سه شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_111.jpg,https://www.digikala.com/product/dkp-7323165/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B2%D8%B1%D8%AA%D9%88%D8%B3-%D9%85%D8%AF%D9%84-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-zg3011/
اجاق گاز,هاکان,4940000,3.1,پنج شعله,ام‌دی‌اف,چدنی,nan,90,90,52,D:/اجاق گاز/image_112.jpg,https://www.digikala.com/product/dkp-13326180/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D9%85%D8%AF%D9%84-%D9%BE%D9%86%D8%AC-%D8%B4%D8%B9%D9%84%D9%87-%DA%86%D9%87%D8%A7%D8%B1-%D8%AF%D8%B1/
اجاق گاز,اسنوا,24000000,3.4,پنج شعله,استیل,چدنی,110,86,90,60,D:/اجاق گاز/image_113.jpg,https://www.digikala.com/product/dkp-5568143/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-sgc5-3112n-adrina-series/
اجاق گاز,آلتون,13420000,,nan,nan,nan,nan,30,nan,90,D:/اجاق گاز/image_114.jpg,https://www.digikala.com/product/dkp-15591509/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%A2%D9%84%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-sg518n/
اجاق گاز,آذر افروز پویا,4872000,1.0,پنج شعله,آهن,nan,nan,88,80,50,D:/اجاق گاز/image_115.jpg,https://www.digikala.com/product/dkp-18042941/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%D8%B0%D8%B1-%D8%A7%D9%81%D8%B1%D9%88%D8%B2-%D9%BE%D9%88%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-aztech/
اجاق گاز,دنپاسر,2592000,2.4,دو شعله,آهن,nan,nan,30,nan,53,D:/اجاق گاز/image_116.jpg,https://www.digikala.com/product/dkp-10805984/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-shy2b/
اجاق گاز,دروسی,10500000,,پنج شعله,استیل,nan,nan,11,nan,52,D:/اجاق گاز/image_117.jpg,https://www.digikala.com/product/dkp-17649217/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g596/
اجاق گاز,دنپاسر,5820000,2.3,پنج شعله,فلز,چدنی,nan,90,90,60,D:/اجاق گاز/image_118.jpg,https://www.digikala.com/product/dkp-10785299/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-denpa1/
اجاق گاز,دنپاسر,5141000,1.9,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_119.jpg,https://www.digikala.com/product/dkp-12532914/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-4dflash/
اجاق گاز,دروسی,8625000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_120.jpg,https://www.digikala.com/product/dkp-17648540/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g600/
اجاق گاز,دنپاسر,6000000,3.7,nan,nan,چدنی,nan,nan,nan,50,D:/اجاق گاز/image_121.jpg,https://www.digikala.com/product/dkp-15402673/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%AF%D9%86%D9%BE%D8%A7%D8%B3%D8%B1-%D9%85%D8%AF%D9%84-mdf3k/
