category,brand,price,rating,type,energy_rating,height,width,depth,fridge_shelves,freezer_shelves,total_capacity,volume_m3,form_factor_ratio,shelf_to_capacity_ratio
0.0,0.7333333333333333,55554000,3.8,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.505938242280285,8.526199082228122e-10,0.2315528215292349,1.1998482925235836
0.0,0.4666666666666667,92585110,4.2,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.672209026128266,4.1856729371590874e-09,0.07367157609218822,1.3960251417164475
0.0,0.2666666666666666,8154000,4.2,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.0,0.2857142857142857,0.0,8.526199082228122e-10,0.2315528215292349,28.57142857142857
0.0,0.3,68000000,4.6,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.4285714285714285,0.6460807600950119,8.526199082228122e-10,0.2315528215292349,1.4153309852234581
0.0,0.1,44540000,4.0,1.0,0.25,0.0695002871912693,0.7941176470588235,0.0485420240137221,0.3333333333333333,0.2857142857142857,0.5296912114014252,2.6791024842522877e-09,0.08643049614130052,1.147040392672187
0.0,0.7333333333333333,73000000,3.8,0.2,0.75,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.6508313539192399,8.526199082228122e-10,0.2315528215292349,1.4411860858789438
0.0,0.4666666666666667,111850000,4.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0771869639794168,0.6666666666666666,0.2857142857142857,0.7779097387173397,5.275585682128663e-09,0.0718133225738539,1.2087437247969037
0.0,0.4666666666666667,97503510,3.3,0.2,0.25,0.0700746697300402,0.9411764705882352,0.078902229845626,0.6666666666666666,0.2857142857142857,0.7779097387173397,5.203809597549141e-09,0.07367157609218822,1.2087437247969037
0.0,0.1,72520000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.6888361045130641,8.526199082228122e-10,0.2315528215292349,1.1583886469172489
0.0,0.2666666666666666,14150000,4.2,0.4,1.0,0.0120620333141872,0.1764705882352941,0.0085763293310463,0.5,0.2857142857142857,0.0213776722090261,1.8255524136091992e-11,0.06468598307292821,25.040553693089674
0.0,0.2,28244040,4.2,1.0,0.0,0.0792647903503733,0.4117647058823529,0.0325900514579759,0.5,0.0,0.333729216152019,1.0636885396629626e-09,0.187936044066436,1.4546334047405154
0.0,0.2,24000000,4.5,1.0,0.0,0.0763928776565192,0.2941176470588235,0.0343053173241852,0.5,0.2857142857142857,0.2885985748218527,7.7078879685722e-10,0.25119514896727785,2.6313397047626625
0.0,0.2666666666666666,13790000,4.6,0.4,1.0,0.0120620333141872,0.1764705882352941,0.0085763293310463,0.5,0.2857142857142857,0.0213776722090261,1.8255524136091992e-11,0.06468598307292821,25.040553693089674
0.0,0.2,43300000,3.5,0.0,0.0,0.0700746697300402,0.0588235294117647,0.0368782161234991,1.0,0.2857142857142857,0.5522565320665083,1.5201345971101425e-10,1.018178961889473,2.286704044128741
0.0,0.1,40899000,4.0,1.0,0.25,0.0695002871912693,0.7941176470588235,0.0485420240137221,0.3333333333333333,0.2857142857142857,0.5296912114014252,2.6791024842522877e-09,0.08643049614130052,1.147040392672187
0.0,0.1,40000000,3.8,0.8,0.25,0.0712234348075818,0.7058823529411764,0.0668953687821612,0.3333333333333333,0.1428571428571428,0.6021377672209026,3.363189132272047e-09,0.09949041838363933,0.7779138973116698
0.0,0.1,74042570,3.2,0.0,0.25,0.0695002871912693,0.0588235294117647,0.0351629502572898,0.6666666666666666,0.1428571428571428,0.6223277909738717,1.4375500831611515e-10,1.0098332326936565,1.2802281049153819
0.0,0.8,35390000,3.6,0.8,0.25,0.0695002871912693,0.8235294117647058,0.0600343053173241,0.5,0.1428571428571428,0.6935866983372921,3.436095320726658e-09,0.08338072563525604,0.9136857538329466
0.0,0.4666666666666667,83650000,4.3,0.0,0.25,0.0695002871912693,0.2941176470588235,0.0325900514579759,0.6666666666666666,0.1428571428571428,0.6603325415676959,6.661817458551675e-10,0.22853092500030528,1.2076451004908535
0.0,0.4666666666666667,86209120,4.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0428816466552315,0.6666666666666666,0.2857142857142857,0.7363420427553444,2.93088093451592e-09,0.0718133225738539,1.2760649914145983
0.0,0.4666666666666667,78000000,4.0,0.0,0.25,0.0704192992533026,1.0,0.0428816466552315,0.6666666666666666,0.2857142857142857,0.7363420427553444,3.0196955082891302e-09,0.06972207846861644,1.2760649914145983
0.0,0.4666666666666667,122500000,5.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0771869639794168,0.6666666666666666,0.2857142857142857,0.8396674584323041,5.275585682128663e-09,0.0718133225738539,1.1208866985893067
0.0,0.7333333333333333,37750000,2.7,1.0,0.0,0.0752441125789776,0.8529411764705882,0.0343053173241852,0.3333333333333333,0.2857142857142857,0.6425178147268409,2.20167416485758e-09,0.08719494981885612,0.9487060813914586
0.0,0.1666666666666666,31900000,4.0,1.0,0.25,0.0798391728891441,0.6764705882352942,0.0445969125214408,0.5,0.2857142857142857,0.4703087885985748,2.4086280591115003e-09,0.116303850823946,1.6358524023822476
0.0,0.2,28875190,4.0,0.4,0.0,0.022400919012062,0.5,0.0222984562607204,0.3333333333333333,0.2857142857142857,0.0415676959619952,2.497529563952023e-10,0.043923370611886274,12.004562303963512
0.0,0.2,27790000,4.4,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.0,0.167458432304038,8.526199082228122e-10,0.2315528215292349,1.878374157854816
0.0,0.9666666666666668,66520000,3.0,0.2,0.0,0.0763928776565192,0.3529411764705882,0.0274442538593481,0.6666666666666666,0.0,0.6769596199524941,7.399572449829297e-10,0.21048280715734627,0.9704597581918558
0.0,0.7333333333333333,64130000,3.7,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.7517814726840855,8.526199082228122e-10,0.2315528215292349,1.2502023041139376
0.0,0.1,41184840,3.7,0.8,0.25,0.0712234348075818,0.8823529411764706,0.0514579759862778,0.3333333333333333,0.1428571428571428,0.5439429928741093,3.2338357041077346e-09,0.07981531916472581,0.8596380535834245
0.0,0.2,27007780,3.8,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.0,0.333729216152019,8.526199082228122e-10,0.2315528215292349,1.4546334047405154
0.0,0.2,21009640,3.9,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.3752969121140143,8.526199082228122e-10,0.2315528215292349,1.668472086448783
0.0,0.7333333333333333,67990000,3.9,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.8016627078384798,8.526199082228122e-10,0.2315528215292349,1.8773925536970222
0.0,0.7333333333333333,32000000,3.4,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.4285714285714285,0.5237529691211401,8.526199082228122e-10,0.2315528215292349,1.7397026008124756
0.0,0.9,35600000,4.2,1.0,0.25,0.0804135554279149,0.6470588235294118,0.039451114922813,0.3333333333333333,0.4285714285714285,0.4370546318289786,2.052732269525018e-09,0.12238410405322768,1.7042766312199393
0.0,0.4666666666666667,88886000,4.0,0.0,0.25,0.0695002871912693,0.0588235294117647,0.0325900514579759,0.6666666666666666,0.1428571428571428,0.6258907363420427,1.332363491710335e-10,1.0098332326936565,1.2730548870401694
0.0,0.5,42000000,4.1,1.0,0.0,0.0752441125789776,0.8823529411764706,0.0514579759862778,0.3333333333333333,0.2857142857142857,0.6033254156769596,3.4163909454686578e-09,0.08432102266596041,1.0093297998491446
0.0,0.1,110000000,4.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.7779097387173397,5.090683301950251e-09,0.07367157609218822,1.390055283516439
0.0,0.4666666666666667,43280000,5.0,0.8,0.25,0.0695002871912693,0.8823529411764706,0.0488850771869639,0.3333333333333333,0.1428571428571428,0.5213776722090261,2.997817856348257e-09,0.07788430337848241,0.8961431785623819
0.0,0.1,73027570,3.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0428816466552315,0.5,0.4285714285714285,0.5926365795724465,2.828157389972358e-09,0.07367157609218822,1.5408480999115974
0.0,0.2333333333333333,55000000,4.5,0.2,0.75,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.0,0.6769596199524941,8.526199082228122e-10,0.2315528215292349,0.9704597581918558
0.0,0.1666666666666666,17727000,3.9,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.2921615201900237,8.526199082228122e-10,0.2315528215292349,2.1275281592866686
0.0,0.1,42520000,5.0,1.0,0.25,0.0695002871912693,0.7647058823529411,0.0480274442538593,0.3333333333333333,0.2857142857142857,0.5142517814726841,2.552527952539804e-09,0.08971183616185104,1.1808212025691975
0.0,0.2,38070030,4.5,1.0,0.0,0.0804135554279149,0.7941176470588235,0.0497427101200686,0.5,0.2857142857142857,0.4821852731591448,3.1764611996800196e-09,0.10000222694034772,1.5963791047039928
0.0,0.7333333333333333,39080000,3.8,0.2,0.0,0.0752441125789776,0.8235294117647058,0.0480274442538593,0.3333333333333333,0.2857142857142857,0.5118764845605701,2.9760561124971433e-09,0.09027169469602113,1.1861956561788158
0.0,0.5333333333333333,60840000,3.3,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.7256532066508313,8.526199082228122e-10,0.2315528215292349,1.100414981142113
0.0,0.6,9911470,4.1,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.0,0.1852731591448931,8.526199082228122e-10,0.2315528215292349,1.7070105015610428
0.0,0.1,88980000,4.8,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.4285714285714285,0.672209026128266,4.33770378308356e-09,0.0718133225738539,1.6054289129739145
0.0,0.4333333333333333,71550000,2.0,0.2,0.5,0.0677771395749569,0.9411764705882352,0.0651801029159519,0.5,0.4285714285714285,0.8266033254156769,4.157854995618377e-09,0.07125611458096892,1.1099303581061621
0.0,0.7333333333333333,11900000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.1666666666666666,0.0,0.0700712589073634,8.526199082228122e-10,0.2315528215292349,2.0814792840897853
0.0,0.1,87870000,3.3,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.672209026128266,4.1856729371590874e-09,0.07367157609218822,1.3960251417164475
0.0,0.7333333333333333,64425000,3.6,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.9097387173396676,8.526199082228122e-10,0.2315528215292349,1.0354907697435005
0.0,0.7333333333333333,10490000,3.6,0.6000000000000001,0.0,0.0183802412406662,0.2941176470588235,0.0188679245283018,0.1666666666666666,0.0,0.1591448931116389,1.0199911898260884e-10,0.06043793057859293,0.9853484997425453
0.0,0.1,97193400,5.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0806174957118353,0.6666666666666666,0.4285714285714285,0.672209026128266,5.316935893148039e-09,0.07367157609218822,1.6054289129739145
0.0,0.9333333333333332,43500000,4.0,0.2,0.25,0.0695002871912693,0.8235294117647058,0.0497427101200686,0.1666666666666666,0.2857142857142857,0.5534441805225653,2.8470504086020916e-09,0.08338072563525604,0.8028851269018209
0.0,0.8,53700000,4.0,0.0,0.25,0.0735209649626651,0.0,0.0445969125214408,0.6666666666666666,0.2857142857142857,0.992874109263658,0.0,7.352096496266509,0.9496515500636672
0.0,0.3333333333333333,65669000,3.0,0.2,0.25,0.0700746697300402,0.9117647058823528,0.0651801029159519,0.6666666666666666,0.2857142857142857,0.6187648456057007,4.164461756734298e-09,0.07602229645250055,1.5146854329355934
0.0,0.1,107357020,4.0,0.2,0.25,0.0700746697300402,0.9411764705882352,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.7779097387173397,5.090683301950251e-09,0.07367157609218822,1.390055283516439
0.0,0.6666666666666666,42000000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.4285714285714285,1.0,8.526199082228122e-10,0.2315528215292349,1.0843941537010842
0.0,0.7333333333333333,32000000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.4109263657957245,8.526199082228122e-10,0.2315528215292349,1.4706791243104091
0.0,0.1,83990000,4.6,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.7363420427553444,8.526199082228122e-10,0.2315528215292349,1.2760649914145983
0.0,0.1,76896690,4.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.7779097387173397,4.33770378308356e-09,0.0718133225738539,1.2087437247969037
0.0,0.8666666666666667,8720000,3.6,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.1666666666666666,0.0,0.0593824228028503,8.526199082228122e-10,0.2315528215292349,2.402145384000914
0.0,0.1,78750510,3.0,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0634648370497426,0.6666666666666666,0.2857142857142857,0.672209026128266,4.33770378308356e-09,0.0718133225738539,1.3960251417164475
0.0,0.3666666666666666,86100000,3.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.6377672209026128,8.526199082228122e-10,0.2315528215292349,2.352402953774374
0.0,0.1,90499000,3.3,0.2,0.25,0.0704192992533026,0.9705882352941176,0.0771869639794168,0.6666666666666666,0.4285714285714285,0.8467933491686461,5.275585682128663e-09,0.0718133225738539,1.2782990160939203
0.0,0.4333333333333333,34900000,5.0,0.2,0.5,0.0717978173463526,0.7352941176470588,0.0411663807890222,0.5,0.1428571428571428,0.5748218527315915,2.1732766828680985e-09,0.09633487726029946,1.0992358439659522
0.0,0.5666666666666667,58000000,4.0,0.2,0.0,0.0723721998851234,0.3529411764705882,0.0343053173241852,0.6666666666666666,0.1428571428571428,0.5950118764845606,8.762651585324181e-10,0.19940476467538054,1.3380296172491217
0.0,0.2,25359600,3.4,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.1428571428571428,0.2719714964370546,8.526199082228122e-10,0.2315528215292349,2.279865699122712
0.0,0.5,57000000,4.0,0.0,0.0,0.0712234348075818,0.2941176470588235,0.0274442538593481,0.6666666666666666,0.0,0.6448931116389549,5.749041251747072e-10,0.2341969809920485,1.0179778269437694
0.0,0.4333333333333333,75000000,1.0,0.2,0.5,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.5,0.4285714285714285,0.8266033254156769,8.526199082228122e-10,0.2315528215292349,1.1099303581061621
0.0,0.6,77598670,5.0,0.2,0.75,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.4285714285714285,0.7375296912114014,8.526199082228122e-10,0.2315528215292349,1.4651432687084556
0.0,0.2,26900000,1.8,0.4,0.25,0.0436530729465824,0.2941176470588235,0.0437392795883361,0.3333333333333333,0.0,0.167458432304038,5.615746948531171e-10,0.14354008512415878,1.878374157854816
0.0,0.9,90000000,3.8,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.7494061757719715,8.526199082228122e-10,0.2315528215292349,1.065995820617196
0.0,0.1,74830000,5.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.5866983372921615,8.526199082228122e-10,0.2315528215292349,1.3566718037081478
0.0,0.6,40015510,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.6603325415676959,8.526199082228122e-10,0.2315528215292349,0.9234933121400646
0.0,0.4,52299000,4.0,0.0,0.75,0.0723721998851234,0.1176470588235294,0.0308747855917667,0.6666666666666666,0.2857142857142857,0.3812351543942993,2.6287954755972557e-10,0.5669711511737779,2.434292884174494
0.0,0.2,14904380,4.0,0.4,0.0,0.0396323951751866,0.2941176470588235,0.0360205831903945,0.3333333333333333,0.0,0.169833729216152,4.198770551301172e-10,0.13031928781009136,1.8535640382159997
0.0,0.1,70510000,4.0,0.2,0.25,0.0695002871912693,0.0588235294117647,0.0351629502572898,0.6666666666666666,0.1428571428571428,0.6223277909738717,1.4375500831611515e-10,1.0098332326936565,1.2802281049153819
0.0,0.8,54870000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.992874109263658,8.526199082228122e-10,0.2315528215292349,0.9496515500636672
0.0,0.4333333333333333,72499000,4.2,0.0,0.5,0.0723721998851234,0.0294117647058823,0.0308747855917667,0.5,0.2857142857142857,0.7434679334916865,6.571988688993129e-11,1.8363095493240291,1.0427972456281778
0.0,0.4333333333333333,58000000,3.8,0.2,0.5,0.0677771395749569,0.4411764705882353,0.0749571183533447,0.5,0.4285714285714285,0.5261282660332541,2.2413437085755328e-09,0.15022312552467632,1.731994911295784
0.0,0.2,23100000,4.1,0.8,0.0,0.070649052268811,0.4411764705882353,0.0325900514579759,0.5,0.4285714285714285,0.4821852731591448,1.01578952157255e-09,0.15658851219945072,1.8866298510138095
0.0,0.2,22711070,4.3,0.4,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,1.0,0.2857142857142857,0.3812351543942993,8.526199082228122e-10,0.2315528215292349,3.2862953936355668
0.0,0.0666666666666666,26900000,4.0,1.0,1.0,0.0763928776565192,0.3529411764705882,0.039451114922813,0.5,0.2857142857142857,0.3871733966745844,1.0636885396629644e-09,0.21048280715734627,1.9782651413534729
0.0,0.4333333333333333,84000000,4.0,0.2,0.5,0.0677771395749569,0.9411764705882352,0.0655231560891938,0.5,0.4285714285714285,0.8266033254156769,4.1797384429637405e-09,0.07125611458096892,1.1099303581061621
0.0,0.3666666666666666,70000000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.8571428571428572,0.6437054631828979,8.526199082228122e-10,0.2315528215292349,2.3310337906464498
0.0,0.1,74440000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.66270783847981,8.526199082228122e-10,0.2315528215292349,1.2033809675135898
0.0,0.1,70510000,4.0,0.0,0.25,0.0695002871912693,0.0588235294117647,0.0351629502572898,0.6666666666666666,0.1428571428571428,0.6223277909738717,1.4375500831611515e-10,1.0098332326936565,1.2802281049153819
0.0,0.3333333333333333,78841000,4.0,0.0,0.0,0.0695002871912693,0.0588235294117647,0.039451114922813,0.6666666666666666,0.1428571428571428,0.7256532066508313,1.6128610689125137e-10,1.0098332326936565,1.100414981142113
0.0,0.0333333333333333,19500000,4.0,0.2,0.75,0.0723721998851234,0.5294117647058824,0.0222984562607204,0.5,0.1428571428571428,0.3159144893111639,8.543585295691085e-10,0.13416874569761153,1.972471810676023
0.0,0.1333333333333333,58800000,5.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.1428571428571428,0.8064133016627079,8.526199082228122e-10,0.2315528215292349,0.9915612691208395
0.0,0.2,35391470,4.3,1.0,0.0,0.0723721998851234,0.7941176470588235,0.0643224699828473,0.5,0.2857142857142857,0.5201900237529691,3.6967436375586416e-09,0.09000200424631294,1.4819484534103056
0.0,0.6333333333333333,70000000,4.0,0.2,0.75,0.0740953475014359,1.0,0.0480274442538593,1.0,0.8571428571428572,0.4584323040380047,3.5586101715955455e-09,0.07336173019944148,3.9645917694698185
0.0,0.4333333333333333,34100000,4.6,0.8,0.5,0.0717978173463526,0.7352941176470588,0.0411663807890222,0.5,0.1428571428571428,0.5748218527315915,2.1732766828680985e-09,0.09633487726029946,1.0992358439659522
0.0,0.3666666666666666,32000000,4.0,0.2,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.3333333333333333,0.2857142857142857,0.6306413301662708,8.526199082228122e-10,0.2315528215292349,0.966293602829141
0.0,0.1666666666666666,36500000,4.3,0.2,0.25,0.0844342331993107,0.6764705882352942,0.0514579759862778,0.5,0.5714285714285714,0.503562945368171,2.9391393859108213e-09,0.12299759763395732,2.0862653372713034
0.0,0.7666666666666666,10500000,3.0,0.6000000000000001,0.0,0.0149339460080413,0.2058823529411764,0.0,0.1666666666666666,0.0,0.0285035629453681,0.0,0.06917631665850195,4.32860374254576
0.0,0.3666666666666666,59200000,4.0,0.2,0.25,0.0704192992533026,0.2941176470588235,0.0411663807890222,0.6666666666666666,0.0,0.6448931116389549,8.526199082228122e-10,0.2315528215292349,1.0179778269437694
0.0,0.1666666666666666,72070000,4.1,0.2,0.0,0.0746697300402067,0.3823529411764705,0.0411663807890222,0.6666666666666666,0.2857142857142857,0.6900237529691211,1.1753080300950677e-09,0.1903126552748897,1.3604980521610428
0.0,0.2,21768080,3.8,0.4,0.0,0.0704192992533026,0.2941176470588235,0.0411663807890222,1.0,0.2857142857142857,0.3812351543942993,8.526199082228122e-10,0.2315528215292349,3.2862953936355668
0.0,0.6333333333333333,99240000,4.0,0.2,0.0,0.0729465824238943,0.2941176470588235,0.0445969125214408,0.6666666666666666,0.2857142857142857,0.7553444180522565,9.568212809107307e-10,0.23986303698379174,1.2443821760726885
0.0,0.2,24078000,4.0,0.4,0.0,0.0695002871912693,0.2941176470588235,0.0368782161234991,1.0,0.2857142857142857,0.339667458432304,7.538372387308485e-10,0.22853092500030528,3.676962939241317
0.0,0.8333333333333334,23280000,1.0,0.2,0.0,0.0789775990809879,0.2941176470588235,0.0325900514579759,0.6666666666666666,0.1428571428571428,0.3016627078384798,7.570247111990547e-10,0.2596942329548926,2.5974355903477155
