category,brand,price,rating,power,blade_material,dimensions,food_prep_features
0.0,0.3023255813953488,3297000,2.5,0.42424242424242425,0.1764705882352941,0.2,0.3333333333333333
0.0,0.6744186046511628,6837000,4.5,0.2727272727272727,0.8823529411764706,0.2,0.0
0.0,0.5581395348837209,5420000,3.8,0.48484848484848486,0.1764705882352941,0.3111111111111111,0.0
0.0,0.6511627906976745,6700000,3.9,0.18181818181818182,0.0,0.2,0.0
0.0,0.6511627906976745,3550000,3.7,1.0,0.1764705882352941,0.11111111111111112,0.0
0.0,0.6511627906976745,3850000,4.5,0.21212121212121213,0.1764705882352941,0.8222222222222223,0.0
0.0,0.41860465116279066,5200000,4.0,0.2727272727272727,0.0,0.08888888888888889,0.3333333333333333
0.0,0.2558139534883721,9690000,3.9,0.12121212121212122,0.1764705882352941,0.2,0.0
0.0,0.9302325581395349,15000000,3.5,0.5757575757575758,0.1764705882352941,0.2,0.3333333333333333
0.0,0.5348837209302325,13000000,3.9,0.48484848484848486,0.29411764705882354,0.2,0.6666666666666666
0.0,0.9302325581395349,11900000,3.9,0.48484848484848486,0.1764705882352941,0.2,1.0
0.0,0.27906976744186046,9020000,3.9,0.3939393939393939,0.1764705882352941,0.9333333333333333,0.0
0.0,0.5813953488372093,12800000,3.0,0.36363636363636365,0.1764705882352941,0.37777777777777777,0.0
0.0,0.627906976744186,7520000,5.0,0.3939393939393939,0.5294117647058824,0.2,0.0
0.0,0.2558139534883721,10500000,3.9,0.12121212121212122,0.1764705882352941,0.2,0.0
0.0,0.5581395348837209,6250000,3.0,0.48484848484848486,0.11764705882352941,0.2,0.0
0.0,0.5581395348837209,9500000,3.0,0.12121212121212122,0.3529411764705882,0.06666666666666667,0.0
0.0,0.18604651162790697,5100000,3.9,0.30303030303030304,0.7647058823529411,0.2,0.0
0.0,0.16279069767441862,3300000,4.5,0.6060606060606061,0.1764705882352941,0.5555555555555556,0.0
0.0,0.16279069767441862,3500000,3.0,0.24242424242424243,0.1764705882352941,0.17777777777777778,0.0
0.0,0.6511627906976745,6850000,4.0,0.4545454545454546,0.0,0.8222222222222223,0.0
0.0,0.7674418604651163,4380000,3.9,0.48484848484848486,0.5882352941176471,0.2,0.0
0.0,0.13953488372093023,6990000,3.9,0.8787878787878788,0.1764705882352941,0.2,0.6666666666666666
0.0,0.46511627906976744,3299000,3.9,0.030303030303030304,0.0,0.2,0.0
0.0,0.7441860465116279,13540000,3.9,0.5151515151515151,0.1764705882352941,0.2,0.3333333333333333
0.0,0.3023255813953488,4320000,5.0,0.030303030303030304,0.1764705882352941,0.2,0.3333333333333333
0.0,0.6744186046511628,7776000,3.0,0.36363636363636365,0.8823529411764706,0.2,0.0
0.0,0.16279069767441862,5100000,4.5,0.8484848484848485,0.1764705882352941,0.8,0.0
0.0,0.9069767441860465,11400000,3.9,0.48484848484848486,1.0,0.2,0.0
0.0,0.6976744186046512,7200000,4.5,0.24242424242424243,0.1764705882352941,0.2,0.0
0.0,1.0,12600000,3.0,0.7878787878787878,0.0,0.6888888888888889,0.0
0.0,0.5581395348837209,3900000,3.9,0.0,0.1764705882352941,0.6444444444444445,0.0
0.0,0.023255813953488372,15985000,3.9,0.7272727272727273,0.7058823529411764,0.2,0.0
0.0,0.7209302325581395,15570000,3.9,0.5757575757575758,0.058823529411764705,0.2,0.0
0.0,0.11627906976744186,9999000,3.9,0.3939393939393939,0.9411764705882353,0.24444444444444446,0.3333333333333333
0.0,0.6046511627906976,7360000,3.9,0.33333333333333337,0.1764705882352941,0.2,0.0
0.0,0.7441860465116279,13550000,3.9,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.0,12040000,3.9,0.9090909090909092,0.0,0.2,0.3333333333333333
0.0,0.6511627906976745,4900000,3.9,0.9696969696969697,0.1764705882352941,0.7555555555555555,0.0
0.0,0.3488372093023256,9700000,3.9,0.2727272727272727,0.1764705882352941,0.6222222222222222,0.6666666666666666
0.0,0.7906976744186046,3800000,4.0,0.030303030303030304,0.6470588235294118,0.2,0.0
0.0,0.4418604651162791,4900000,3.9,0.7575757575757576,0.7647058823529411,0.2,0.0
0.0,0.046511627906976744,7800000,3.9,0.2727272727272727,0.1764705882352941,0.2,0.0
0.0,0.5581395348837209,5760000,2.0,0.24242424242424243,0.0,0.7111111111111111,0.0
0.0,0.46511627906976744,6100000,3.9,0.12121212121212122,0.1764705882352941,0.2,0.0
0.0,0.6511627906976745,6800000,3.9,0.4545454545454546,0.1764705882352941,0.2,0.0
0.0,0.27906976744186046,6710000,3.9,0.3939393939393939,0.1764705882352941,0.9111111111111111,0.0
0.0,0.37209302325581395,11200000,3.9,0.3939393939393939,0.47058823529411764,0.2,0.0
0.0,0.09302325581395349,6700000,3.9,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.32558139534883723,7450000,3.9,0.24242424242424243,0.7647058823529411,0.5111111111111112,0.3333333333333333
0.0,0.5581395348837209,8300000,3.9,0.09090909090909091,0.7058823529411764,0.2,0.0
0.0,0.813953488372093,4938400,4.2,0.9090909090909092,0.7058823529411764,0.5333333333333333,0.0
0.0,0.813953488372093,6470300,4.2,0.0,0.7058823529411764,1.0,0.0
0.0,0.09302325581395349,5900000,3.9,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.09302325581395349,5900000,3.9,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.5581395348837209,6500000,4.5,0.0,0.8823529411764706,0.15555555555555556,0.0
0.0,0.627906976744186,7150000,4.3,0.2727272727272727,0.29411764705882354,0.2,0.0
0.0,0.627906976744186,7950000,3.8,0.9393939393939394,0.1764705882352941,0.7777777777777778,0.0
0.0,0.23255813953488372,4200000,3.5,0.15151515151515152,0.1764705882352941,0.2,0.0
0.0,0.7674418604651163,3400000,4.0,0.5454545454545454,0.4117647058823529,0.9555555555555556,0.0
0.0,0.8604651162790697,409000,4.0,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.5581395348837209,99000,4.1,0.48484848484848486,0.1764705882352941,0.2,0.0
0.0,0.5581395348837209,87000,4.1,0.48484848484848486,0.1764705882352941,0.6666666666666667,0.0
0.0,0.5581395348837209,145000,3.9,0.48484848484848486,0.1764705882352941,0.9777777777777779,0.0
