category,brand,price,rating,capacity,energy_rating,height,width,depth,water_consumption,power_consumption,display,door_opening
0.0,0.4,30570000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.049557522123893805,0.1111111111111111,0.75,0.0,1.0
0.0,0.36,26050000,4.0,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.4444444444444444,0.75,0.46153846153846156,1.0
0.0,0.84,30670000,4.2,0.9375,0.75,0.8587724063009233,0.7,0.9999999999999999,0.5555555555555556,0.75,0.0,1.0
0.0,0.12,27490000,4.2,0.8125,0.75,0.02770233568712656,0.024374999999999994,0.03008849557522124,0.4444444444444444,0.75,0.0,1.0
0.0,0.84,8390180,4.7,0.375,0.0,0.03856599674090168,0.06625,0.023008849557522124,0.5555555555555556,0.625,0.0,0.0
0.0,0.48,43685000,3.5,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,25500000,4.0,0.75,0.75,0.8587724063009233,0.7,0.8584070796460177,0.5555555555555556,0.75,0.0,1.0
0.0,0.0,26500000,3.2,0.8125,0.75,0.02444323737099402,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.6153846153846154,1.0
0.0,0.84,31095000,5.0,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,30753730,4.0,0.8125,0.75,0.02444323737099402,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,29346600,4.1,0.9375,0.5,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.36,29100000,4.2,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.1111111111111111,0.75,0.3076923076923077,1.0
0.0,0.84,33900000,4.5,0.9375,0.75,0.8587724063009233,0.7,0.9999999999999999,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,31616080,1.0,0.75,0.75,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.8888888888888888,0.125,0.0,1.0
0.0,0.96,28670030,4.4,0.9375,0.5,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,1.0,1.0
0.0,0.84,28427520,4.7,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.44,6038000,4.6,0.5625,0.75,0.009234111895708844,0.024999999999999994,0.0,1.0,0.375,0.5384615384615385,0.0
0.0,0.84,29900000,4.0,0.75,0.75,0.8587724063009233,0.7,0.8230088495575222,0.5555555555555556,0.75,0.0,1.0
0.0,0.36,38500000,4.2,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.1111111111111111,0.75,0.46153846153846156,1.0
0.0,0.84,32760000,4.2,0.9375,0.5,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.32,35678530,3.0,0.0625,0.75,0.02770233568712656,0.024374999999999994,0.05486725663716814,0.5555555555555556,0.75,0.0,1.0
0.0,0.96,32250000,4.8,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.84,29900000,4.1,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,32484300,4.2,0.9375,0.5,0.02770233568712656,0.037500000000000006,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,29376000,3.8,0.8125,0.75,0.02444323737099402,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,28400000,3.6,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.44,10149000,4.2,0.3125,0.75,0.04399782726778924,0.06625,0.03185840707964602,1.0,0.875,0.5384615384615385,0.0
0.0,0.36,28744020,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04070796460176991,0.4444444444444444,0.75,0.0,1.0
0.0,0.36,30650000,5.0,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.4444444444444444,0.75,0.7692307692307693,1.0
0.0,0.84,27920000,4.8,0.9375,0.75,0.8587724063009233,0.7,0.9999999999999999,0.5555555555555556,0.75,0.0,1.0
0.0,0.36,30900000,2.5,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.1111111111111111,0.75,0.46153846153846156,1.0
0.0,0.84,29322000,4.0,0.9375,0.75,0.8587724063009233,0.7,0.8230088495575222,0.5555555555555556,0.25,0.0,1.0
0.0,0.36,35050000,4.2,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04070796460176991,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.04,25597260,3.8,0.8125,0.75,0.8587724063009233,0.7,0.9646017699115045,0.5555555555555556,0.75,0.0,1.0
0.0,0.36,27258740,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.4444444444444444,0.75,0.0,1.0
0.0,0.84,28450290,4.2,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.6153846153846154,1.0
0.0,0.84,29342000,4.7,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,32863000,3.9,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.32,32500000,4.2,0.125,0.75,0.0,0.056249999999999994,0.04867256637168142,0.5555555555555556,0.75,0.6153846153846154,0.5
0.0,0.84,26791000,4.2,0.8125,0.75,0.8587724063009233,0.69375,0.8141592920353983,0.5555555555555556,0.5,0.0,1.0
0.0,0.44,8917000,5.0,0.1875,0.75,0.0407387289516567,0.04625,0.023008849557522124,1.0,0.375,0.5384615384615385,0.0
0.0,0.32,32104900,4.7,0.0625,0.75,0.02770233568712656,0.024374999999999994,0.05486725663716814,0.5555555555555556,0.75,0.6153846153846154,1.0
0.0,0.84,29860000,4.0,0.9375,0.75,0.8587724063009233,0.7,0.9999999999999999,0.5555555555555556,0.75,0.0,1.0
0.0,0.36,32250000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04070796460176991,0.4444444444444444,0.75,0.7692307692307693,1.0
0.0,0.84,29936060,4.2,0.75,0.75,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.8888888888888888,0.125,0.0,1.0
0.0,0.84,30245000,4.4,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,31646080,5.0,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,29470000,3.5,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.23076923076923078,1.0
0.0,0.36,27700000,4.2,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04070796460176991,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.84,29500000,5.0,0.9375,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,31920000,4.0,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.8888888888888888,0.75,0.23076923076923078,1.0
0.0,0.44,8272000,4.2,0.1875,0.75,0.04399782726778924,0.06125,0.02831858407079646,0.2222222222222222,0.875,0.5384615384615385,0.0
0.0,0.84,27400000,4.2,0.9375,0.75,0.8587724063009233,0.7,0.8584070796460177,0.5555555555555556,0.75,0.0,1.0
0.0,0.84,29986400,1.0,0.8125,0.5,0.02444323737099402,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.07692307692307693,1.0
0.0,0.84,31000000,3.0,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.8,32500000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.9230769230769231,1.0
0.0,1.0,47600000,4.3,0.1875,0.75,0.02770233568712656,0.024999999999999994,0.05132743362831858,0.0,0.75,0.6153846153846154,1.0
0.0,0.56,27900000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.24,28198000,4.2,0.9375,0.75,0.025529603476371537,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.875,0.0,1.0
0.0,0.36,34250000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.03716814159292035,0.4444444444444444,0.75,0.7692307692307693,1.0
0.0,0.72,38000000,4.2,0.8125,0.75,0.02661596958174904,0.023749999999999993,0.03185840707964602,0.5555555555555556,0.75,0.0,1.0
0.0,0.6,6623100,5.0,0.6875,1.0,0.028788701792504062,0.041249999999999995,0.01592920353982301,0.5555555555555556,0.75,0.0,0.0
0.0,0.16,9181600,3.1,0.1875,0.75,0.045084193373166756,0.020000000000000004,0.11327433628318583,0.5555555555555556,0.75,0.0,0.0
0.0,0.64,17099000,3.0,0.75,0.75,0.02661596958174904,0.024999999999999994,0.03185840707964602,0.5555555555555556,0.75,0.0,0.5
0.0,0.84,29895000,4.2,0.75,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.0,1.0
0.0,0.36,28839380,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04070796460176991,0.4444444444444444,0.75,0.7692307692307693,1.0
0.0,1.0,53700000,4.2,0.1875,0.75,0.02770233568712656,0.024374999999999994,0.05132743362831858,0.5555555555555556,0.75,0.6153846153846154,1.0
0.0,1.0,52400000,4.2,0.1875,0.75,0.02770233568712656,0.024374999999999994,0.05132743362831858,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,1.0,50800000,4.2,0.1875,0.75,0.02770233568712656,0.024374999999999994,0.05132743362831858,0.5555555555555556,0.75,0.7692307692307693,1.0
0.0,0.44,10684000,4.2,0.3125,0.75,0.04399782726778924,0.06625,0.03185840707964602,1.0,0.875,0.5384615384615385,0.0
0.0,0.44,9823000,4.2,0.25,0.75,0.02987506789788158,0.07375,0.03008849557522124,0.2222222222222222,0.375,0.5384615384615385,0.0
0.0,0.84,29893000,5.0,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.23076923076923078,1.0
0.0,0.84,34492670,3.3,0.8125,0.5,0.02770233568712656,0.024999999999999994,0.033628318584070796,0.5555555555555556,0.75,0.0,1.0
0.0,0.76,350000,4.5,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,117000,3.8,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,149400,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,313000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.92,219000,4.1,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,88000,4.1,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,1500000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,148800,4.1,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,400000,3.7,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,163800,3.9,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,121000,3.7,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.88,259000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,660000,2.5,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,440000,2.9,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,282000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,1650000,4.5,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.28,393000,4.5,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,135000,4.1,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,219000,4.2,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
0.0,0.68,682000,5.0,0.8125,0.75,0.02770233568712656,0.024999999999999994,0.04424778761061947,0.5555555555555556,0.75,0.0,1.0
