category,brand,price,rating,type,energy_rating,height,width,depth,fridge_shelves,freezer_shelves,total_capacity
0.0,0.5,63860000,4.1,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.2857142857142857,0.6377672209026128
0.0,0.4666666666666667,83940000,4.8,0.0,0.25,0.06950028719126938,0.058823529411764705,0.032590051457975985,0.6666666666666666,0.14285714285714285,0.7232779097387173
0.0,0.4666666666666667,49967000,4.4,1.0,0.25,0.0700746697300402,0.7941176470588235,0.04288164665523156,0.33333333333333337,0.2857142857142857,0.4584323040380047
0.0,0.5,68900000,4.8,0.0,0.25,1.0,0.08823529411764705,1.0,0.6666666666666666,0.8571428571428572,0.6437054631828979
0.0,0.7333333333333333,32000000,4.3,1.0,0.0,0.08213670304422745,0.5588235294117647,0.04802744425385934,0.33333333333333337,0.2857142857142857,0.49406175771971494
0.0,0.4666666666666667,84000000,4.4,0.2,0.25,0.06950028719126938,0.058823529411764705,0.032590051457975985,0.6666666666666666,0.14285714285714285,0.6258907363420427
0.0,0.1,24900000,3.6,0.2,0.25,0.07983917288914417,0.5294117647058824,0.03945111492281303,0.5,0.42857142857142855,0.35985748218527314
0.0,0.7333333333333333,75000000,3.8,0.2,0.75,0.07639287765651924,0.11764705882352941,0.03945111492281303,0.6666666666666666,1.0,0.6508313539192399
0.0,0.4666666666666667,92620000,2.8,0.2,0.25,0.0700746697300402,0.9411764705882353,0.06346483704974269,0.6666666666666666,0.2857142857142857,0.672209026128266
0.0,0.3,51400000,3.8,0.2,0.25,0.06777713957495692,0.9117647058823529,0.032590051457975985,0.5,0.42857142857142855,0.5736342042755345
0.0,0.1,28090000,4.3,1.0,0.25,0.08098793796668581,0.47058823529411764,0.03430531732418525,0.5,0.42857142857142855,0.35985748218527314
0.0,0.9,95736810,4.7,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.9999999999999999,0.7142857142857142,0.7494061757719715
0.0,0.7333333333333333,55554000,3.8,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.2857142857142857,0.505938242280285
0.0,0.4666666666666667,92585110,4.2,0.2,0.25,0.0700746697300402,0.9411764705882353,0.06346483704974269,0.6666666666666666,0.2857142857142857,0.672209026128266
0.0,0.26666666666666666,8154000,4.2,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.0,0.2857142857142857,0.0
0.0,0.3,68000000,4.6,0.2,0.5,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.42857142857142855,0.6460807600950119
0.0,0.1,44540000,4.0,1.0,0.25,0.06950028719126938,0.7941176470588235,0.04854202401372211,0.33333333333333337,0.2857142857142857,0.5296912114014252
0.0,0.7333333333333333,73000000,3.8,0.2,0.75,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.6508313539192399
0.0,0.4666666666666667,111850000,4.0,0.2,0.25,0.07041929925330269,0.9705882352941176,0.07718696397941681,0.6666666666666666,0.2857142857142857,0.7779097387173397
0.0,0.4666666666666667,97503510,3.3,0.2,0.25,0.0700746697300402,0.9411764705882353,0.07890222984562607,0.6666666666666666,0.2857142857142857,0.7779097387173397
0.0,0.1,72520000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.6888361045130641
0.0,0.26666666666666666,14150000,4.2,0.4,1.0,0.012062033314187245,0.1764705882352941,0.008576329331046309,0.5,0.2857142857142857,0.02137767220902613
0.0,0.2,28244040,4.2,1.0,0.0,0.07926479035037334,0.4117647058823529,0.032590051457975985,0.5,0.0,0.333729216152019
0.0,0.2,24000000,4.5,1.0,0.0,0.07639287765651924,0.29411764705882354,0.03430531732418525,0.5,0.2857142857142857,0.2885985748218527
0.0,0.26666666666666666,13790000,4.6,0.4,1.0,0.012062033314187245,0.1764705882352941,0.008576329331046309,0.5,0.2857142857142857,0.02137767220902613
0.0,0.2,43300000,3.5,0.0,0.0,0.0700746697300402,0.058823529411764705,0.03687821612349913,0.9999999999999999,0.2857142857142857,0.5522565320665083
0.0,0.1,40899000,4.0,1.0,0.25,0.06950028719126938,0.7941176470588235,0.04854202401372211,0.33333333333333337,0.2857142857142857,0.5296912114014252
0.0,0.1,40000000,3.8,0.8,0.25,0.07122343480758185,0.7058823529411764,0.06689536878216122,0.33333333333333337,0.14285714285714285,0.6021377672209026
0.0,0.1,74042570,3.2,0.0,0.25,0.06950028719126938,0.058823529411764705,0.03516295025728987,0.6666666666666666,0.14285714285714285,0.6223277909738717
0.0,0.8,35390000,3.6,0.8,0.25,0.06950028719126938,0.8235294117647058,0.06003430531732419,0.5,0.14285714285714285,0.6935866983372921
0.0,0.4666666666666667,83650000,4.3,0.0,0.25,0.06950028719126938,0.29411764705882354,0.032590051457975985,0.6666666666666666,0.14285714285714285,0.6603325415676959
0.0,0.4666666666666667,86209120,4.0,0.2,0.25,0.07041929925330269,0.9705882352941176,0.04288164665523156,0.6666666666666666,0.2857142857142857,0.7363420427553444
0.0,0.4666666666666667,78000000,4.0,0.0,0.25,0.07041929925330269,1.0,0.04288164665523156,0.6666666666666666,0.2857142857142857,0.7363420427553444
0.0,0.4666666666666667,122500000,5.0,0.2,0.25,0.07041929925330269,0.9705882352941176,0.07718696397941681,0.6666666666666666,0.2857142857142857,0.8396674584323041
0.0,0.7333333333333333,37750000,2.7,1.0,0.0,0.0752441125789776,0.8529411764705882,0.03430531732418525,0.33333333333333337,0.2857142857142857,0.6425178147268409
0.0,0.16666666666666666,31900000,4.0,1.0,0.25,0.07983917288914417,0.6764705882352942,0.04459691252144081,0.5,0.2857142857142857,0.47030878859857483
0.0,0.2,28875190,4.0,0.4,0.0,0.02240091901206203,0.5,0.022298456260720412,0.33333333333333337,0.2857142857142857,0.04156769596199525
0.0,0.2,27790000,4.4,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.0,0.167458432304038
0.0,0.9666666666666667,66520000,3.0,0.2,0.0,0.07639287765651924,0.3529411764705882,0.02744425385934819,0.6666666666666666,0.0,0.6769596199524941
0.0,0.7333333333333333,64130000,3.7,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.7517814726840855
0.0,0.1,41184840,3.7,0.8,0.25,0.07122343480758185,0.8823529411764706,0.05145797598627787,0.33333333333333337,0.14285714285714285,0.5439429928741093
0.0,0.2,27007780,3.8,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.0,0.333729216152019
0.0,0.2,21009640,3.9,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.14285714285714285,0.3752969121140143
0.0,0.7333333333333333,67990000,3.9,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.8571428571428572,0.8016627078384798
0.0,0.7333333333333333,32000000,3.4,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.42857142857142855,0.5237529691211401
0.0,0.9,35600000,4.2,1.0,0.25,0.08041355542791499,0.6470588235294118,0.03945111492281303,0.33333333333333337,0.42857142857142855,0.43705463182897863
0.0,0.4666666666666667,88886000,4.0,0.0,0.25,0.06950028719126938,0.058823529411764705,0.032590051457975985,0.6666666666666666,0.14285714285714285,0.6258907363420427
0.0,0.5,42000000,4.1,1.0,0.0,0.0752441125789776,0.8823529411764706,0.05145797598627787,0.33333333333333337,0.2857142857142857,0.6033254156769596
0.0,0.1,110000000,4.0,0.2,0.25,0.0700746697300402,0.9411764705882353,0.07718696397941681,0.6666666666666666,0.42857142857142855,0.7779097387173397
0.0,0.4666666666666667,43280000,5.0,0.8,0.25,0.06950028719126938,0.8823529411764706,0.048885077186963985,0.33333333333333337,0.14285714285714285,0.5213776722090261
0.0,0.1,73027570,3.0,0.2,0.25,0.0700746697300402,0.9411764705882353,0.04288164665523156,0.5,0.42857142857142855,0.5926365795724465
0.0,0.23333333333333334,55000000,4.5,0.2,0.75,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.0,0.6769596199524941
0.0,0.16666666666666666,17727000,3.9,0.2,0.5,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.14285714285714285,0.2921615201900237
0.0,0.1,42520000,5.0,1.0,0.25,0.06950028719126938,0.7647058823529411,0.04802744425385934,0.33333333333333337,0.2857142857142857,0.5142517814726841
0.0,0.2,38070030,4.5,1.0,0.0,0.08041355542791499,0.7941176470588235,0.0497427101200686,0.5,0.2857142857142857,0.48218527315914483
0.0,0.7333333333333333,39080000,3.8,0.2,0.0,0.0752441125789776,0.8235294117647058,0.04802744425385934,0.33333333333333337,0.2857142857142857,0.5118764845605701
0.0,0.5333333333333333,60840000,3.3,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.7256532066508313
0.0,0.6,9911470,4.1,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.0,0.18527315914489315
0.0,0.1,88980000,4.8,0.2,0.25,0.07041929925330269,0.9705882352941176,0.06346483704974269,0.6666666666666666,0.42857142857142855,0.672209026128266
0.0,0.43333333333333335,71550000,2.0,0.2,0.5,0.06777713957495692,0.9411764705882353,0.06518010291595196,0.5,0.42857142857142855,0.8266033254156769
0.0,0.7333333333333333,11900000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.16666666666666666,0.0,0.07007125890736343
0.0,0.1,87870000,3.3,0.2,0.25,0.0700746697300402,0.9411764705882353,0.06346483704974269,0.6666666666666666,0.2857142857142857,0.672209026128266
0.0,0.7333333333333333,64425000,3.6,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.9097387173396675
0.0,0.7333333333333333,10490000,3.6,0.6000000000000001,0.0,0.018380241240666284,0.29411764705882354,0.018867924528301883,0.16666666666666666,0.0,0.15914489311163896
0.0,0.1,97193400,5.0,0.2,0.25,0.0700746697300402,0.9411764705882353,0.08061749571183534,0.6666666666666666,0.42857142857142855,0.672209026128266
0.0,0.9333333333333333,43500000,4.0,0.2,0.25,0.06950028719126938,0.8235294117647058,0.0497427101200686,0.16666666666666666,0.2857142857142857,0.5534441805225653
0.0,0.8,53700000,4.0,0.0,0.25,0.07352096496266514,0.0,0.04459691252144081,0.6666666666666666,0.2857142857142857,0.9928741092636579
0.0,0.3333333333333333,65669000,3.0,0.2,0.25,0.0700746697300402,0.9117647058823529,0.06518010291595196,0.6666666666666666,0.2857142857142857,0.6187648456057007
0.0,0.1,107357020,4.0,0.2,0.25,0.0700746697300402,0.9411764705882353,0.07718696397941681,0.6666666666666666,0.42857142857142855,0.7779097387173397
0.0,0.6666666666666666,42000000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.42857142857142855,1.0
0.0,0.7333333333333333,32000000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.2857142857142857,0.4109263657957245
0.0,0.1,83990000,4.6,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.7363420427553444
0.0,0.1,76896690,4.0,0.2,0.25,0.07041929925330269,0.9705882352941176,0.06346483704974269,0.6666666666666666,0.2857142857142857,0.7779097387173397
0.0,0.8666666666666667,8720000,3.6,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.16666666666666666,0.0,0.05938242280285036
0.0,0.1,78750510,3.0,0.2,0.25,0.07041929925330269,0.9705882352941176,0.06346483704974269,0.6666666666666666,0.2857142857142857,0.672209026128266
0.0,0.36666666666666664,86100000,3.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.8571428571428572,0.6377672209026128
0.0,0.1,90499000,3.3,0.2,0.25,0.07041929925330269,0.9705882352941176,0.07718696397941681,0.6666666666666666,0.42857142857142855,0.8467933491686461
0.0,0.43333333333333335,34900000,5.0,0.2,0.5,0.07179781734635267,0.7352941176470588,0.041166380789022294,0.5,0.14285714285714285,0.5748218527315915
0.0,0.5666666666666667,58000000,4.0,0.2,0.0,0.07237219988512349,0.3529411764705882,0.03430531732418525,0.6666666666666666,0.14285714285714285,0.5950118764845606
0.0,0.2,25359600,3.4,0.2,0.5,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.14285714285714285,0.27197149643705465
0.0,0.5,57000000,4.0,0.0,0.0,0.07122343480758185,0.29411764705882354,0.02744425385934819,0.6666666666666666,0.0,0.6448931116389549
0.0,0.43333333333333335,75000000,1.0,0.2,0.5,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.42857142857142855,0.8266033254156769
0.0,0.6,77598670,5.0,0.2,0.75,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.42857142857142855,0.7375296912114014
0.0,0.2,26900000,1.8,0.4,0.25,0.043653072946582425,0.29411764705882354,0.04373927958833619,0.33333333333333337,0.0,0.167458432304038
0.0,0.9,90000000,3.8,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.7494061757719715
0.0,0.1,74830000,5.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.5866983372921615
0.0,0.6,40015510,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.2857142857142857,0.6603325415676959
0.0,0.4,52299000,4.0,0.0,0.75,0.07237219988512349,0.11764705882352941,0.03087478559176672,0.6666666666666666,0.2857142857142857,0.38123515439429934
0.0,0.2,14904380,4.0,0.4,0.0,0.03963239517518667,0.29411764705882354,0.0360205831903945,0.33333333333333337,0.0,0.16983372921615203
0.0,0.1,70510000,4.0,0.2,0.25,0.06950028719126938,0.058823529411764705,0.03516295025728987,0.6666666666666666,0.14285714285714285,0.6223277909738717
0.0,0.8,54870000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.9928741092636579
0.0,0.43333333333333335,72499000,4.2,0.0,0.5,0.07237219988512349,0.029411764705882353,0.03087478559176672,0.5,0.2857142857142857,0.7434679334916865
0.0,0.43333333333333335,58000000,3.8,0.2,0.5,0.06777713957495692,0.4411764705882353,0.07495711835334477,0.5,0.42857142857142855,0.5261282660332541
0.0,0.2,23100000,4.1,0.8,0.0,0.07064905226881103,0.4411764705882353,0.032590051457975985,0.5,0.42857142857142855,0.48218527315914483
0.0,0.2,22711070,4.3,0.4,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.9999999999999999,0.2857142857142857,0.38123515439429934
0.0,0.06666666666666667,26900000,4.0,1.0,1.0,0.07639287765651924,0.3529411764705882,0.03945111492281303,0.5,0.2857142857142857,0.3871733966745844
0.0,0.43333333333333335,84000000,4.0,0.2,0.5,0.06777713957495692,0.9411764705882353,0.06552315608919383,0.5,0.42857142857142855,0.8266033254156769
0.0,0.36666666666666664,70000000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.8571428571428572,0.6437054631828979
0.0,0.1,74440000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.66270783847981
0.0,0.1,70510000,4.0,0.0,0.25,0.06950028719126938,0.058823529411764705,0.03516295025728987,0.6666666666666666,0.14285714285714285,0.6223277909738717
0.0,0.3333333333333333,78841000,4.0,0.0,0.0,0.06950028719126938,0.058823529411764705,0.03945111492281303,0.6666666666666666,0.14285714285714285,0.7256532066508313
0.0,0.03333333333333333,19500000,4.0,0.2,0.75,0.07237219988512349,0.5294117647058824,0.022298456260720412,0.5,0.14285714285714285,0.31591448931116395
0.0,0.13333333333333333,58800000,5.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.8064133016627079
0.0,0.2,35391470,4.3,1.0,0.0,0.07237219988512349,0.7941176470588235,0.06432246998284734,0.5,0.2857142857142857,0.5201900237529691
0.0,0.6333333333333333,70000000,4.0,0.2,0.75,0.07409534750143595,1.0,0.04802744425385934,0.9999999999999999,0.8571428571428572,0.4584323040380047
0.0,0.43333333333333335,34100000,4.6,0.8,0.5,0.07179781734635267,0.7352941176470588,0.041166380789022294,0.5,0.14285714285714285,0.5748218527315915
0.0,0.36666666666666664,32000000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.2857142857142857,0.6306413301662708
0.0,0.16666666666666666,36500000,4.3,0.2,0.25,0.08443423319931075,0.6764705882352942,0.05145797598627787,0.5,0.5714285714285714,0.503562945368171
0.0,0.7666666666666666,10500000,3.0,0.6000000000000001,0.0,0.014933946008041349,0.20588235294117646,0.0,0.16666666666666666,0.0,0.02850356294536817
0.0,0.36666666666666664,59200000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.0,0.6448931116389549
0.0,0.16666666666666666,72070000,4.1,0.2,0.0,0.07466973004020677,0.38235294117647056,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.6900237529691211
0.0,0.2,21768080,3.8,0.4,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.9999999999999999,0.2857142857142857,0.38123515439429934
0.0,0.6333333333333333,99240000,4.0,0.2,0.0,0.0729465824238943,0.29411764705882354,0.04459691252144081,0.6666666666666666,0.2857142857142857,0.7553444180522565
0.0,0.2,24078000,4.0,0.4,0.0,0.06950028719126938,0.29411764705882354,0.03687821612349913,0.9999999999999999,0.2857142857142857,0.33966745843230406
0.0,0.8333333333333334,23280000,1.0,0.2,0.0,0.07897759908098793,0.29411764705882354,0.032590051457975985,0.6666666666666666,0.14285714285714285,0.3016627078384798
0.0,0.2,47900000,3.6,0.0,0.0,0.06863871338311316,0.4117647058823529,0.04288164665523156,0.9999999999999999,0.14285714285714285,0.5522565320665083
0.0,0.7,69000000,3.0,0.0,0.25,0.06950028719126938,0.29411764705882354,0.02744425385934819,0.6666666666666666,0.0,0.6377672209026128
0.0,0.2,19773480,3.8,0.4,0.0,0.0700746697300402,0.29411764705882354,0.0360205831903945,0.9999999999999999,0.2857142857142857,0.33966745843230406
0.0,0.2,20065220,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.9999999999999999,0.2857142857142857,0.5866983372921615
0.0,0.7333333333333333,38659000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.14285714285714285,0.5617577197149644
0.0,0.6333333333333333,43220200,4.0,0.2,0.75,0.07237219988512349,0.8529411764705882,0.04802744425385934,0.5,0.42857142857142855,0.34085510688836107
0.0,0.0,19986940,4.0,1.0,1.0,0.07983917288914417,0.5294117647058824,0.03087478559176672,0.6666666666666666,0.5714285714285714,0.39311163895486934
0.0,0.6,27082000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.33333333333333337,0.2857142857142857,0.49406175771971494
0.0,1.0,53000000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.6757719714964371
0.0,0.8333333333333334,25280000,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.5714285714285714,0.3420427553444181
0.0,0.2,21768080,3.0,0.4,0.0,0.07725445146467547,0.4117647058823529,0.03945111492281303,0.9999999999999999,0.2857142857142857,0.38123515439429934
0.0,0.43333333333333335,87700000,4.0,0.2,0.5,0.07237219988512349,0.029411764705882353,0.03087478559176672,0.5,0.2857142857142857,0.7434679334916865
0.0,0.7,69000000,4.0,0.0,0.25,0.06950028719126938,0.3235294117647059,0.02744425385934819,0.6666666666666666,0.0,0.6377672209026128
0.0,0.2,21317500,4.0,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.2857142857142857,0.33966745843230406
0.0,0.6333333333333333,74711900,4.0,0.2,0.75,0.07064905226881103,0.3529411764705882,0.0360205831903945,0.6666666666666666,0.14285714285714285,0.5771971496437055
0.0,0.43333333333333335,80500000,4.0,0.2,0.5,0.06777713957495692,0.9411764705882353,0.06552315608919383,0.5,0.42857142857142855,0.8266033254156769
0.0,0.43333333333333335,32700000,4.0,0.2,0.5,0.07179781734635267,0.7352941176470588,0.041166380789022294,0.5,0.14285714285714285,0.5748218527315915
0.0,0.6333333333333333,41210000,4.0,0.2,0.0,0.07237219988512349,0.5294117647058824,0.0497427101200686,0.5,0.42857142857142855,0.5237529691211401
0.0,0.6,17150000,4.0,0.8,0.25,0.06145893164847789,0.5882352941176471,0.020583190394511147,0.5,0.14285714285714285,0.2862232779097388
0.0,0.2,17148910,4.1,0.8,0.5,0.04652498564043653,0.29411764705882354,0.0360205831903945,0.33333333333333337,0.14285714285714285,0.17695961995249407
0.0,0.2,18300000,4.1,0.8,0.0,0.06605399195864446,0.4411764705882353,0.032590051457975985,0.5,0.14285714285714285,0.3218527315914489
0.0,0.16666666666666666,26827200,4.3,0.2,0.0,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.5,0.2857142857142857,0.2980997624703088
0.0,0.1,78470000,4.4,0.2,0.25,0.0700746697300402,0.9411764705882353,0.04288164665523156,0.5,0.42857142857142855,0.5926365795724465
0.0,0.9,78000000,4.0,0.2,0.25,0.07041929925330269,0.29411764705882354,0.041166380789022294,0.6666666666666666,0.14285714285714285,0.7256532066508313
