category,brand,price,rating,power,blade_material,dimensions,food_prep_features,image_path,product_url
چرخ گوشت,پارس خزر,6469000,4.2,nan,nan,nan,nan,D:/چرخ گوشت/image_1.jpg,https://www.digikala.com/product/dkp-1488242/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-buffalo-2020/
چرخ گوشت,پاناسونیک,4500000,3.9,2500 وات,فولاد ضد زنگ,nan,nan,D:/چرخ گوشت/image_2.jpg,https://www.digikala.com/product/dkp-1133812/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-2500/
چرخ گوشت,پارس خزر,5482300,4.1,1000 وات,فولاد,380 × 180 × 420,سوسیس ساز,D:/چرخ گوشت/image_3.jpg,https://www.digikala.com/product/dkp-843144/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-mg-1600p/
چرخ گوشت,تولیپس,3600000,4,380 وات,nan,300x200x300,nan,D:/چرخ گوشت/image_4.jpg,https://www.digikala.com/product/dkp-3323682/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%AA%D9%88%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-mk-2000/
چرخ گوشت,فیلیپس,15100000,4.3,1700 وات,استیل ضد زنگ,300x250x250,سوسیس ساز,D:/چرخ گوشت/image_5.jpg,https://www.digikala.com/product/dkp-2689846/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-hr2726/
چرخ گوشت,پارس خزر,5481200,3.9,1000 وات,فولاد,380 × 180 × 420,سوسیس ساز,D:/چرخ گوشت/image_6.jpg,https://www.digikala.com/product/dkp-26681/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-mg-1600p/
چرخ گوشت,کنوود,11100000,4.1,450 وات,استیل ضد زنگ,345 × 265 × 210,سوسیس ساز,D:/چرخ گوشت/image_7.jpg,https://www.digikala.com/product/dkp-32146/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-mg510/
چرخ گوشت,پاناسونیک,9350000,3.9,1500 وات,استیل,nan,nan,D:/چرخ گوشت/image_8.jpg,https://www.digikala.com/product/dkp-7838847/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-mg1560/
چرخ گوشت,گوسونیک,4250000,3.9,1200 وات,nan,nan,nan,D:/چرخ گوشت/image_9.jpg,https://www.digikala.com/product/dkp-7711528/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DA%AF%D9%88%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-gmg-826/
چرخ گوشت,پارس خزر,5322400,4.4,700 وات,nan,380× 235 × 170,nan,D:/چرخ گوشت/image_10.jpg,https://www.digikala.com/product/dkp-2310208/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-mg-1400-plus/
چرخ گوشت,یورولوکس,8800000,3.8,3600 وات,nan,450x300x300,سوسیس ساز,D:/چرخ گوشت/image_11.jpg,https://www.digikala.com/product/dkp-3572541/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DB%8C%D9%88%D8%B1%D9%88%D9%84%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-3143/
چرخ گوشت,نانیوا,6880000,2.9,300 وات,استیل,nan,nan,D:/چرخ گوشت/image_12.jpg,https://www.digikala.com/product/dkp-7332735/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g50/
چرخ گوشت,نانیوا,6700000,3,1700 وات,استیل,nan,nan,D:/چرخ گوشت/image_13.jpg,https://www.digikala.com/product/dkp-8839718/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g70/
چرخ گوشت,پاناسونیک,4242700,3.8,2500 وات,فولاد ضد زنگ,15*20*35,سیستم چرخش معکوس,D:/چرخ گوشت/image_14.jpg,https://www.digikala.com/product/dkp-17542188/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-2500/
چرخ گوشت,پاناسونیک,4900000,3,2500 وات,استیل ضد نگ,nan,nan,D:/چرخ گوشت/image_15.jpg,https://www.digikala.com/product/dkp-18115103/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-2500/
چرخ گوشت,گاستروبک,25000000,4.1,2000 وات,استیل ضد زنگ,160 × 350 × 350,nan,D:/چرخ گوشت/image_16.jpg,https://www.digikala.com/product/dkp-2151677/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%DA%A9%D8%AF-41408/
چرخ گوشت,گاستروبک,34965000,4.5,350 وات,استیل,330x170x350,nan,D:/چرخ گوشت/image_17.jpg,https://www.digikala.com/product/dkp-4885876/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-41409/
چرخ گوشت,تکنو,4880000,3.8,1800 وات,استیل,nan,سوسیس ساز,D:/چرخ گوشت/image_18.jpg,https://www.digikala.com/product/dkp-258534/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%AA%DA%A9%D9%86%D9%88-%D9%85%D8%AF%D9%84-te-504/
چرخ گوشت,پاناسونیک,13653000,3.9,1700 وات,فولادی,17x32x39,nan,D:/چرخ گوشت/image_19.jpg,https://www.digikala.com/product/dkp-9372274/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-gm1700/
چرخ گوشت,مولینکس,10200000,2.5,2000 وات,nan,320x180x300,nan,D:/چرخ گوشت/image_20.jpg,https://www.digikala.com/product/dkp-5265420/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%85%D9%88%D9%84%DB%8C%D9%86%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-mm45/
چرخ گوشت,پاناسونیک,7600000,3,1300 وات,استیل,nan,nan,D:/چرخ گوشت/image_21.jpg,https://www.digikala.com/product/dkp-8996112/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-mg1360/
چرخ گوشت,تولیپس,4400000,4,2000وات وات,فولاد ضد زنگ,nan,nan,D:/چرخ گوشت/image_22.jpg,https://www.digikala.com/product/dkp-11725680/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%AA%D9%88%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-mk-a-2200-s/
چرخ گوشت,یورولوکس,12700000,4.7,4000 وات,استیل,400x310x280,سوسیس ساز,D:/چرخ گوشت/image_23.jpg,https://www.digikala.com/product/dkp-3987123/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%DB%8C%D9%88%D8%B1%D9%88%D9%84%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-eu-mg3153ls/
چرخ گوشت,فکر,13400000,2,2000 وات,فولادی ضد زنگ,45x25x27,چرخ گوشت,D:/چرخ گوشت/image_24.jpg,https://www.digikala.com/product/dkp-11135719/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%81%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-torque-pro/
چرخ گوشت,نانیوا,7000000,3.7,350 وات,استیل,nan,nan,D:/چرخ گوشت/image_25.jpg,https://www.digikala.com/product/dkp-8972565/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g60/
چرخ گوشت,فیلیپس,14500000,1,2000 وات,فولاد ضد زنگ,35x20x38,سیستم چرخش معکوس,D:/چرخ گوشت/image_26.jpg,https://www.digikala.com/product/dkp-16273505/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-hr2727/
چرخ گوشت,زنیت,12700000,nan,3000 وات,استیل ضد زنگ,34x17x17,nan,D:/چرخ گوشت/image_27.jpg,https://www.digikala.com/product/dkp-17617896/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%B2%D9%86%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-mgz-1421/
چرخ گوشت,فیلیپس,14900000,3,1700 وات,فولاد ضد زنگ,31×15×33,چرخ گوشت,D:/چرخ گوشت/image_28.jpg,https://www.digikala.com/product/dkp-10574810/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-hr2726/
چرخ گوشت,المپیا,2150000,3.3,3500 وات,استیل,nan,nan,D:/چرخ گوشت/image_29.jpg,https://www.digikala.com/product/dkp-13835370/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%A7%D9%84%D9%85%D9%BE%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-oe-38/
چرخ گوشت,ویداس,3675000,4.1,1800 وات,استیل,nan,سیستم چرخش معکوس,D:/چرخ گوشت/image_30.jpg,https://www.digikala.com/product/dkp-491013/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%88%DB%8C%D8%AF%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-vi-3505/
چرخ گوشت,پارس خزر,4875000,4,700 وات,فولاد,350 × 150 × 360,سوسیس ساز,D:/چرخ گوشت/image_31.jpg,https://www.digikala.com/product/dkp-26664/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AE%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-mt-1200/
چرخ گوشت,مولینکس,9500000,3.6,2000 وات,استیل,310 × 120 × 250,سوسیس ساز,D:/چرخ گوشت/image_32.jpg,https://www.digikala.com/product/dkp-1536766/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%85%D9%88%D9%84%DB%8C%D9%86%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-me452/
چرخ گوشت,ویداس,3770000,3.9,1800 وات,فلزی,28*26*49,سوسیس ساز,D:/چرخ گوشت/image_33.jpg,https://www.digikala.com/product/dkp-567357/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-1800-%D9%88%D8%A7%D8%AA-%D9%88%DB%8C%D8%AF%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-vir-3505/
چرخ گوشت,ناسا الکتریک,8000000,3.6,2400 وات,استیل ضدزنگ,350 × 150 × 360,nan,D:/چرخ گوشت/image_34.jpg,https://www.digikala.com/product/dkp-785022/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-317/
چرخ گوشت,پاناسونیک,4900000,nan,2500 وات,فولاد ضد زنگ,nan,nan,D:/چرخ گوشت/image_35.jpg,https://www.digikala.com/product/dkp-18114710/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-mk-2500/
چرخ گوشت,نانیوا,3300000,4,800 وات,فولاد ضد زنگ ژاپنی,nan,سیستم چرخش معکوس,D:/چرخ گوشت/image_36.jpg,https://www.digikala.com/product/dkp-17983928/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g20n/
چرخ گوشت,بیم,6642000,1,1500 وات,فولاد ضد زنگ,nan,nan,D:/چرخ گوشت/image_37.jpg,https://www.digikala.com/product/dkp-12443604/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%A8%DB%8C%D9%85-%D9%85%D8%AF%D9%84-mg1602/
چرخ گوشت,نانیوا,3650000,3.6,180 وات,nan,43x21x25,nan,D:/چرخ گوشت/image_38.jpg,https://www.digikala.com/product/dkp-12141228/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g35/
چرخ گوشت,نانیوا,7500000,3.3,350 وات,استیل,46x24x20,nan,D:/چرخ گوشت/image_39.jpg,https://www.digikala.com/product/dkp-10246053/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mk-g60/
چرخ گوشت,سانفورد,20155390,nan,3500 وات,فولادی ضد زنگ,nan,nan,D:/چرخ گوشت/image_40.jpg,https://www.digikala.com/product/dkp-16927582/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA-%D8%B3%D8%A7%D9%86%D9%81%D9%88%D8%B1%D8%AF-%D9%85%D8%AF%D9%84-sf5865mg/
